@relation UG_2C_2D-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att2 numeric
@attribute class {1,2}

@data
0.225516,0.424823,1
0.315962,0.548193,1
0.327005,0.345922,1
0.77011,0.719437,2
0.129478,0.426709,1
0.605805,0.731393,2
0.317331,0.435784,1
0.611135,0.712206,2
0.31584,0.525405,1
0.670787,0.729249,2
0.626235,0.738287,2
0.657139,0.725304,2
0.297976,0.475566,1
0.320805,0.324756,1
0.40561,0.448981,1
0.367386,0.474306,1
0.330006,0.483657,1
0.736954,0.697829,2
0.662552,0.721544,2
0.670992,0.742299,2
0.724502,0.727762,2
0.660946,0.614824,2
0.750653,0.634411,2
0.72177,0.759299,2
0.235085,0.352023,1
0.221746,0.414575,1
0.256149,0.511274,1
0.745048,0.732026,2
0.685037,0.79478,2
0.713004,0.694652,2
0.632377,0.613761,2
0.345151,0.491804,1
0.668445,0.702142,2
0.6487,0.678432,2
0.415656,0.42,1
0.480562,0.473047,1
0.269099,0.410016,1
0.684717,0.589333,2
0.301424,0.490139,1
0.694756,0.643682,2
0.239954,0.376882,1
0.253257,0.458295,1
0.680372,0.700108,2
0.576788,0.580197,2
0.203664,0.460476,1
0.691832,0.649697,2
0.611698,0.692496,2
0.379108,0.525571,1
0.30431,0.374184,1
0.666123,0.667822,2
0.590928,0.642072,2
0.632531,0.619721,2
0.232673,0.501634,1
0.276643,0.522143,1
0.295576,0.384506,1
0.671293,0.642374,2
0.725065,0.648026,2
0.196018,0.50932,1
0.263283,0.309109,1
0.269112,0.463757,1
0.312084,0.375641,1
0.720778,0.681406,2
0.682509,0.674267,2
0.757582,0.752639,2
0.744261,0.638601,2
0.40307,0.468801,1
0.663474,0.630731,2
0.69791,0.631136,2
0.738911,0.727086,2
0.658381,0.689473,2
0.275741,0.421032,1
0.645206,0.685866,2
0.309282,0.422267,1
0.247313,0.366167,1
0.250275,0.420884,1
0.35185,0.393685,1
0.195908,0.440729,1
0.252009,0.525528,1
0.243966,0.536894,1
0.713817,0.627984,2
0.697162,0.720187,2
0.735156,0.675244,2
0.677595,0.729009,2
0.353002,0.409616,1
0.751171,0.810607,2
0.671139,0.703229,2
0.65554,0.616747,2
0.626376,0.766475,2
0.71669,0.668104,2
0.292198,0.34881,1
0.338023,0.363727,1
0.349208,0.358935,1
0.654919,0.709852,2
0.708602,0.673984,2
0.747581,0.665567,2
0.331305,0.352859,1
0.312711,0.398158,1
0.607052,0.718939,2
0.318451,0.404394,1
0.649736,0.709871,2
0.582751,0.685049,2
0.615537,0.788814,2
0.261012,0.459081,1
0.620112,0.740111,2
0.523386,0.715173,2
0.704008,0.645421,2
0.210689,0.483872,1
0.422348,0.508952,1
0.310382,0.370781,1
0.255803,0.537576,1
0.830825,0.729513,2
0.620182,0.604687,2
0.247645,0.35837,1
0.740793,0.68782,2
0.364455,0.452489,1
0.301674,0.431182,1
0.702133,0.71325,2
0.282651,0.352263,1
0.297995,0.414034,1
0.591472,0.641495,2
0.354365,0.5112,1
0.197457,0.412916,1
0.302007,0.424042,1
0.294309,0.414433,1
0.764774,0.683329,2
0.570741,0.695408,2
0.159491,0.345302,1
0.595791,0.642976,2
0.674306,0.645003,2
0.659846,0.696563,2
0.240287,0.524729,1
0.574139,0.684859,2
0.771268,0.721237,2
0.376651,0.521811,1
0.65252,0.674955,2
0.339732,0.41189,1
0.564759,0.650496,2
0.64408,0.65989,2
0.674825,0.688834,2
0.667044,0.67004,2
0.311252,0.483639,1
0.286746,0.336633,1
0.321759,0.369712,1
0.331874,0.490268,1
0.644285,0.632746,2
0.6398,0.645335,2
0.70889,0.688453,2
0.208132,0.556076,1
0.622703,0.61593,2
0.671702,0.6539,2
0.676079,0.636543,2
0.806319,0.685916,2
0.379658,0.424264,1
0.219197,0.424909,1
0.713426,0.609503,2
0.669917,0.715499,2
0.25812,0.513959,1
0.376523,0.432601,1
0.710707,0.666587,2
0.651106,0.637047,2
0.706158,0.642785,2
0.377579,0.383357,1
0.3478,0.469342,1
0.712025,0.623082,2
0.720861,0.818397,2
0.253116,0.451328,1
0.450438,0.449921,1
0.562807,0.654717,2
0.587396,0.623524,2
0.285262,0.384303,1
0.755874,0.667957,2
0.665598,0.705625,2
0.368083,0.423729,1
0.293177,0.301041,1
0.628916,0.793287,2
0.766668,0.618117,2
0.285748,0.462067,1
0.310817,0.366173,1
0.260007,0.481697,1
0.540387,0.608361,2
0.694903,0.641194,2
0.239519,0.552672,1
0.087281,0.423465,1
0.227586,0.568093,1
0.234669,0.481949,1
0.341498,0.574784,1
0.301667,0.39868,1
0.781397,0.656959,2
0.244958,0.317863,1
0.631085,0.691328,2
0.662712,0.583109,2
0.225104,0.495546,1
0.592701,0.697945,2
0.276477,0.481476,1
0.315955,0.333382,1
0.681102,0.621564,2
0.640919,0.66091,2
0.657082,0.706676,2
0.266066,0.424939,1
0.351019,0.389126,1
0.187452,0.370707,1
0.609036,0.762991,2
0.311579,0.355507,1
0.765184,0.636783,2
0.579002,0.746968,2
0.317772,0.427489,1
0.386613,0.446247,1
0.786202,0.694149,2
0.240332,0.449835,1
0.297969,0.445939,1
0.217692,0.322969,1
0.323966,0.480726,1
0.614417,0.633858,2
0.286183,0.436957,1
0.272484,0.439642,1
0.706574,0.697485,2
0.289018,0.460937,1
0.823915,0.645323,2
0.617501,0.611297,2
0.70349,0.723357,2
0.252598,0.455186,1
0.791724,0.695304,2
0.421625,0.461987,1
0.698173,0.656253,2
0.328343,0.41248,1
0.326244,0.384064,1
0.338644,0.388494,1
0.141249,0.540618,1
0.600839,0.613663,2
0.709543,0.627991,2
0.259642,0.470257,1
0.24444,0.511127,1
0.756686,0.666949,2
0.680858,0.660738,2
0.713318,0.662913,2
0.702696,0.638306,2
0.233454,0.406686,1
0.652596,0.665714,2
0.728744,0.720187,2
0.211669,0.542098,1
0.624411,0.646041,2
0.632953,0.79948,2
0.662175,0.701349,2
0.312941,0.492062,1
0.219938,0.394613,1
0.299185,0.431077,1
0.310331,0.466012,1
0.855843,0.6459,2
0.719806,0.717895,2
0.179119,0.464525,1
0.328355,0.543505,1
0.629933,0.618498,2
0.678734,0.635013,2
0.235904,0.367623,1
0.32275,0.470626,1
0.281352,0.52484,1
0.641444,0.674857,2
0.739327,0.729046,2
0.666673,0.72281,2
0.347269,0.502642,1
0.67405,0.774812,2
0.699996,0.713576,2
0.243608,0.404277,1
0.600008,0.713871,2
0.344243,0.481028,1
0.219613,0.528121,1
0.306658,0.508061,1
0.246398,0.399909,1
0.212583,0.459696,1
0.253065,0.386601,1
0.679016,0.656093,2
0.685382,0.72493,2
0.32943,0.490925,1
0.688959,0.603003,2
0.367175,0.472186,1
0.578528,0.543561,2
0.340192,0.443758,1
0.746148,0.682094,2
0.348645,0.432595,1
0.376414,0.360201,1
0.345868,0.517645,1
0.726844,0.737586,2
0.708775,0.554331,2
0.326705,0.35821,1
0.242776,0.43708,1
0.24769,0.410249,1
0.240294,0.485101,1
0.650926,0.716113,2
0.311495,0.368557,1
0.440776,0.516091,1
0.709376,0.58518,2
0.321068,0.379044,1
0.579213,0.614886,2
0.375499,0.457564,1
0.680174,0.747736,2
0.616375,0.74032,2
0.227682,0.47787,1
0.787687,0.838838,2
0.779426,0.618584,2
0.2942,0.419305,1
0.701794,0.634626,2
0.354947,0.440539,1
0.294923,0.434954,1
0.291449,0.338537,1
0.364123,0.367703,1
0.291743,0.469164,1
0.369952,0.435771,1
0.708289,0.59144,2
0.23259,0.416467,1
0.674396,0.599145,2
0.589405,0.769387,2
0.757518,0.652296,2
0.63168,0.670611,2
0.630899,0.681498,2
0.646204,0.657567,2
0.666129,0.718552,2
0.625793,0.68387,2
0.665221,0.656941,2
0.14002,0.505867,1
0.245969,0.528403,1
0.379249,0.430033,1
0.720983,0.727031,2
0.605171,0.771605,2
0.687941,0.657064,2
0.708353,0.658366,2
0.335394,0.418353,1
0.646755,0.686917,2
0.645661,0.705521,2
0.354135,0.44339,1
0.248906,0.51512,1
0.327178,0.475092,1
0.610789,0.664645,2
0.298763,0.439335,1
0.690526,0.718227,2
0.265791,0.441098,1
0.683194,0.680503,2
0.676751,0.657451,2
0.658393,0.566084,2
0.240575,0.428724,1
0.73426,0.614609,2
0.645974,0.690057,2
0.378084,0.493709,1
0.687218,0.662421,2
0.623727,0.550012,2
0.699868,0.687003,2
0.58,0.716777,2
0.717086,0.700544,2
0.610616,0.662231,2
0.352138,0.446707,1
0.706759,0.79416,2
0.248119,0.427127,1
0.673174,0.718608,2
0.258849,0.38364,1
0.165858,0.436398,1
0.757096,0.66247,2
0.330134,0.468623,1
0.315514,0.396161,1
0.655348,0.633612,2
0.369766,0.508393,1
0.130844,0.387406,1
0.248676,0.480911,1
0.564112,0.818557,2
0.321036,0.500633,1
0.659763,0.6452,2
0.703822,0.686364,2
0.668234,0.574508,2
0.274084,0.421007,1
0.704584,0.678266,2
0.611115,0.587711,2
0.25874,0.345695,1
0.242104,0.519501,1
0.438517,0.442659,1
0.348619,0.443365,1
0.350801,0.359543,1
0.282197,0.33466,1
0.682778,0.77453,2
0.377502,0.54952,1
0.307324,0.331447,1
0.681921,0.662372,2
0.306965,0.502568,1
0.573256,0.720273,2
0.311886,0.422679,1
0.304572,0.418255,1
0.626037,0.772453,2
0.259175,0.562914,1
0.368154,0.508454,1
0.514115,0.806619,2
0.231304,0.529651,1
0.558437,0.644094,2
0.331772,0.446542,1
0.317452,0.336565,1
0.21862,0.323165,1
0.671069,0.699174,2
0.359644,0.394693,1
0.725552,0.685148,2
0.729167,0.688342,2
0.360731,0.471603,1
0.429943,0.495853,1
0.247837,0.394404,1
0.258011,0.457767,1
0.644131,0.620894,2
0.621986,0.709103,2
0.635826,0.644548,2
0.6999,0.789269,2
0.332201,0.498292,1
0.278339,0.357448,1
0.167794,0.501954,1
0.254089,0.365577,1
0.140277,0.466878,1
0.211242,0.474908,1
0.731144,0.653316,2
0.706471,0.752977,2
0.529407,0.677068,2
0.37143,0.44339,1
0.249155,0.366216,1
0.337492,0.527212,1
0.251408,0.476733,1
0.691217,0.62243,2
0.334735,0.39081,1
0.304515,0.474687,1
0.265414,0.52798,1
0.653671,0.655798,2
0.324715,0.515833,1
0.27631,0.503637,1
0.651841,0.709342,2
0.159471,0.574084,1
0.310325,0.464912,1
0.279868,0.472764,1
0.666603,0.701085,2
0.660313,0.658194,2
0.69711,0.775402,2
0.230907,0.663171,1
0.642877,0.701312,2
0.66007,0.718337,2
0.60313,0.626805,2
0.354979,0.501659,1
0.335835,0.518555,1
0.676245,0.634687,2
0.251638,0.33369,1
0.305033,0.447555,1
0.725481,0.673708,2
0.667383,0.625146,2
0.179972,0.364747,1
0.720452,0.722755,2
0.333967,0.482422,1
0.341562,0.365509,1
0.688844,0.693159,2
0.252003,0.424405,1
0.41714,0.424362,1
0.660063,0.483239,2
0.37946,0.461287,1
0.301264,0.474982,1
0.798871,0.770966,2
0.757723,0.721882,2
0.734541,0.79717,2
0.306741,0.52081,1
0.604525,0.645624,2
0.754473,0.568278,2
0.180018,0.467996,1
0.25309,0.452894,1
0.280233,0.421462,1
0.235488,0.521301,1
0.323659,0.41471,1
0.293996,0.560684,1
0.760225,0.545324,2
0.268453,0.462196,1
0.292102,0.449325,1
0.344934,0.519538,1
0.627175,0.512466,2
0.318079,0.514469,1
0.682829,0.719382,2
0.376702,0.438677,1
0.745118,0.738145,2
0.740671,0.685891,2
0.256226,0.415748,1
0.690155,0.661315,2
0.342605,0.431151,1
0.663871,0.697565,2
0.304476,0.320363,1
0.341754,0.458092,1
0.2484,0.391572,1
0.271614,0.371426,1
0.378622,0.517049,1
0.300868,0.424921,1
0.191628,0.525596,1
0.362459,0.472586,1
0.3152,0.40617,1
0.710874,0.64332,2
0.624603,0.74252,2
0.234343,0.424006,1
0.336795,0.45593,1
0.614858,0.649722,2
0.658131,0.640813,2
0.279567,0.435833,1
0.782504,0.710166,2
0.587115,0.621423,2
0.174082,0.339354,1
0.273143,0.411398,1
0.293964,0.48598,1
0.281148,0.46482,1
0.68894,0.623401,2
0.21229,0.36997,1
0.314048,0.439636,1
0.663263,0.539407,2
0.324625,0.440017,1
0.383548,0.449681,1
0.356457,0.563031,1
0.72383,0.694026,2
0.288071,0.435114,1
0.65044,0.723228,2
0.671024,0.741076,2
0.737369,0.635873,2
0.537866,0.687716,2
0.355363,0.378184,1
0.63836,0.618369,2
0.597691,0.63274,2
0.339457,0.524281,1
0.685433,0.625447,2
0.614903,0.65291,2
0.6549,0.707229,2
0.344492,0.407583,1
0.28594,0.557581,1
0.634195,0.619383,2
0.663416,0.630694,2
0.366503,0.413143,1
0.719684,0.728247,2
0.357091,0.387185,1
0.281544,0.400972,1
0.318431,0.47798,1
0.774288,0.668043,2
0.364372,0.355587,1
0.735232,0.66204,2
0.704865,0.808966,2
0.190219,0.385145,1
0.814829,0.686063,2
0.273591,0.466546,1
0.344287,0.418126,1
0.382441,0.453312,1
0.377361,0.344349,1
0.608626,0.634503,2
0.187664,0.400093,1
0.359285,0.485132,1
0.208324,0.431655,1
0.614654,0.6868,2
0.698569,0.781571,2
0.284161,0.500442,1
0.288557,0.491638,1
0.62946,0.673714,2
0.71239,0.622996,2
0.784072,0.593302,2
0.255893,0.502587,1
0.269688,0.265655,1
0.765126,0.636205,2
0.656244,0.656412,2
0.681914,0.669407,2
0.803952,0.715204,2
0.35368,0.518063,1
0.655636,0.696557,2
0.588145,0.616262,2
0.501126,0.686628,2
0.752905,0.681117,2
0.669277,0.721729,2
0.558955,0.635228,2
0.708999,0.80324,2
0.278096,0.459321,1
0.322085,0.557532,1
0.817452,0.673167,2
0.293714,0.388678,1
0.428094,0.339655,1
0.206975,0.394834,1
0.748605,0.726687,2
0.593577,0.588989,2
0.303408,0.490477,1
0.630983,0.746593,2
0.382934,0.405371,1
0.242815,0.548814,1
0.37326,0.403012,1
0.265107,0.49165,1
0.659577,0.710817,2
0.116651,0.465717,1
0.267263,0.385882,1
0.57547,0.758218,2
0.678011,0.665966,2
0.269151,0.308584,1
0.281576,0.53185,1
0.704955,0.631542,2
0.249091,0.453527,1
0.614922,0.790479,2
0.363214,0.428448,1
0.695268,0.591637,2
0.764077,0.496989,2
0.661119,0.645851,2
0.711353,0.629318,2
0.275402,0.416209,1
0.548276,0.716881,2
0.287444,0.481949,1
0.734669,0.726859,2
0.32362,0.618093,1
0.427019,0.478736,1
0.623477,0.623868,2
0.378225,0.426789,1
0.672406,0.80783,2
0.222477,0.405168,1
0.596783,0.707561,2
0.356707,0.52194,1
0.162261,0.356852,1
0.717093,0.738139,2
0.362082,0.341333,1
0.391777,0.435581,1
0.622524,0.681861,2
0.27521,0.406956,1
0.706062,0.684349,2
0.66801,0.692668,2
0.625787,0.592319,2
0.708327,0.670476,2
0.708557,0.692557,2
0.736954,0.851458,2
0.354506,0.398736,1
0.285479,0.450719,1
0.707425,0.689799,2
0.701007,0.679784,2
0.350891,0.505284,1
0.28189,0.510015,1
0.312916,0.420946,1
0.672342,0.588835,2
0.648412,0.621097,2
0.682855,0.609835,2
0.299441,0.513775,1
0.239475,0.418402,1
0.345074,0.522303,1
0.712172,0.633293,2
0.51782,0.652167,2
0.616119,0.633035,2
0.67224,0.640192,2
0.263801,0.379407,1
0.293746,0.426881,1
0.668119,0.570981,2
0.732116,0.605479,2
0.335349,0.53024,1
0.323281,0.430924,1
0.601831,0.648032,2
0.597749,0.672626,2
0.340762,0.524103,1
0.285844,0.507152,1
0.275127,0.478379,1
0.728508,0.84156,2
0.217481,0.48378,1
0.579577,0.72426,2
0.242879,0.418316,1
0.217566,0.467658,1
0.617411,0.776938,2
0.243698,0.418851,1
0.368064,0.462258,1
0.291526,0.447015,1
0.632614,0.703358,2
0.30518,0.484185,1
0.19879,0.31664,1
0.258177,0.459696,1
0.635525,0.70823,2
0.765862,0.69397,2
0.632851,0.650613,2
0.602023,0.570293,2
0.67645,0.588288,2
0.610866,0.623825,2
0.711219,0.750421,2
0.667889,0.69993,2
0.2189,0.372943,1
0.220311,0.534252,1
0.641854,0.654323,2
0.741605,0.611297,2
0.739449,0.755281,2
0.581017,0.64045,2
0.623138,0.697343,2
0.312423,0.47642,1
0.253154,0.461404,1
0.227561,0.366038,1
0.29134,0.401863,1
0.690085,0.637815,2
0.305974,0.384893,1
0.280661,0.419213,1
0.334076,0.59418,1
0.21191,0.448747,1
0.677256,0.636162,2
0.609657,0.684287,2
0.216877,0.446787,1
0.811438,0.669972,2
0.241996,0.414771,1
0.544495,0.723228,2
0.25794,0.404941,1
0.268159,0.487454,1
0.562321,0.746722,2
0.676341,0.578655,2
0.311291,0.408812,1
0.706177,0.691513,2
0.345644,0.564075,1
0.29134,0.369841,1
0.693438,0.684386,2
0.631808,0.629207,2
0.342477,0.410729,1
0.307708,0.445473,1
0.299428,0.480935,1
0.200994,0.396075,1
0.216567,0.418863,1
0.652206,0.651079,2
0.280335,0.408259,1
0.29214,0.495066,1
0.363419,0.377342,1
0.721373,0.661788,2
0.206818,0.394312,1
0.762291,0.747337,2
0.669136,0.639031,2
0.286247,0.317654,1
0.683981,0.788286,2
0.650709,0.7893,2
0.300401,0.381453,1
0.291756,0.434831,1
0.179228,0.395049,1
0.308693,0.494907,1
0.408541,0.455635,1
0.701103,0.599692,2
0.303926,0.419097,1
0.645296,0.703715,2
0.732187,0.720869,2
0.326282,0.477274,1
0.715416,0.779175,2
0.702895,0.672252,2
0.312014,0.431372,1
0.601115,0.676386,2
0.596578,0.751011,2
0.701417,0.615826,2
0.557663,0.723123,2
0.244958,0.412799,1
0.622895,0.627751,2
0.774711,0.673425,2
0.635065,0.709945,2
0.329846,0.502353,1
0.811118,0.567319,2
0.217788,0.489764,1
0.321624,0.444133,1
0.327428,0.43026,1
0.254645,0.382049,1
0.806255,0.70968,2
0.255771,0.422414,1
0.184625,0.482195,1
0.565654,0.659509,2
0.304355,0.37376,1
0.707994,0.742145,2
0.657479,0.648819,2
0.813229,0.709066,2
0.669859,0.666857,2
0.615185,0.692397,2
0.789984,0.710627,2
0.2888,0.343108,1
0.366592,0.419926,1
0.216289,0.447353,1
0.707028,0.669511,2
0.146283,0.414845,1
0.72033,0.606788,2
0.144984,0.384893,1
0.726761,0.683876,2
0.702997,0.716512,2
0.357622,0.648548,1
0.287303,0.486354,1
0.695888,0.742618,2
0.301712,0.530861,1
0.589463,0.7531,2
0.66803,0.768115,2
0.322993,0.455592,1
0.715826,0.701103,2
0.61857,0.753825,2
0.737178,0.799873,2
0.646294,0.685111,2
0.654382,0.603261,2
0.330153,0.359421,1
0.759399,0.735811,2
0.172045,0.429984,1
0.261684,0.383738,1
0.354109,0.414814,1
0.456292,0.644794,2
0.304726,0.461551,1
0.568278,0.60586,2
0.690718,0.647553,2
0.618877,0.659755,2
0.42144,0.381053,1
0.414427,0.447174,1
0.352746,0.444176,1
0.656173,0.614455,2
0.628404,0.592995,2
0.382313,0.291324,1
0.664203,0.648044,2
0.740166,0.67364,2
0.636786,0.638669,2
0.337051,0.465772,1
0.709242,0.676165,2
0.704142,0.685916,2
0.297713,0.393089,1
0.67421,0.648646,2
0.707079,0.74161,2
0.237747,0.37169,1
0.324766,0.381053,1
0.627585,0.652996,2
0.328842,0.336153,1
0.218776,0.418851,1
0.31282,0.460009,1
0.309416,0.433443,1
0.336974,0.40252,1
0.325399,0.388985,1
0.642973,0.652849,2
0.615409,0.747085,2
0.592976,0.668866,2
0.549767,0.707075,2
0.712012,0.617048,2
0.324292,0.437061,1
0.210853,0.301347,1
0.591351,0.644745,2
0.689656,0.70772,2
0.772183,0.534904,2
0.268914,0.401593,1
0.324779,0.423354,1
0.210826,0.525086,1
0.272119,0.492351,1
0.678709,0.579877,2
0.630464,0.719978,2
0.323748,0.432042,1
0.609682,0.678518,2
0.624015,0.721667,2
0.592016,0.607175,2
0.249053,0.410391,1
0.341287,0.394871,1
0.221108,0.408959,1
0.592362,0.552531,2
0.402936,0.459309,1
0.592528,0.783549,2
0.676751,0.660824,2
0.263885,0.418759,1
0.210381,0.399135,1
0.695281,0.730631,2
0.649922,0.700944,2
0.662552,0.743251,2
0.339732,0.275902,1
0.711264,0.669352,2
0.196016,0.413561,1
0.667966,0.699887,2
0.205061,0.468727,1
0.254383,0.362726,1
0.32213,0.362837,1
0.724042,0.639719,2
0.367085,0.556383,1
0.789869,0.714589,2
0.675138,0.725102,2
0.622722,0.721692,2
0.720868,0.688066,2
0.601671,0.693485,2
0.325201,0.474515,1
0.131379,0.524152,1
0.294968,0.399971,1
0.503705,0.7364,2
0.327799,0.446855,1
0.238873,0.535592,1
0.26965,0.470884,1
0.781564,0.776133,2
0.429681,0.42615,1
0.205126,0.293276,1
0.637426,0.707813,2
0.190387,0.357731,1
0.235168,0.46294,1
0.185215,0.473219,1
0.748816,0.681584,2
0.169079,0.438204,1
0.239052,0.441749,1
0.316422,0.31108,1
0.22251,0.486256,1
0.398649,0.480155,1
0.637835,0.708845,2
0.405386,0.501763,1
0.645968,0.741709,2
0.277833,0.416934,1
0.355734,0.468623,1
0.338209,0.346801,1
0.523866,0.713422,2
0.762899,0.788784,2
0.63692,0.743177,2
0.307228,0.528115,1
0.617021,0.693503,2
0.680839,0.690524,2
0.335387,0.440797,1
0.206158,0.567049,1
0.64989,0.773989,2
0.747172,0.678862,2
0.258369,0.500731,1
0.855331,0.62702,2
0.693105,0.578943,2
0.690392,0.655417,2
0.587377,0.600109,2
0.270155,0.488775,1
0.318028,0.485881,1
0.198077,0.504282,1
0.672406,0.700643,2
0.574062,0.648167,2
0.400165,0.367825,1
0.688332,0.650834,2
0.324011,0.343274,1
0.248368,0.345947,1
0.634188,0.736886,2
0.329379,0.444459,1
0.503641,0.72246,2
0.261421,0.428896,1
0.727311,0.648591,2
0.511344,0.702191,2
0.281333,0.440041,1
0.274621,0.449878,1
0.596041,0.660037,2
0.668119,0.695377,2
0.604845,0.614757,2
0.386402,0.43512,1
0.385865,0.406035,1
0.715852,0.631284,2
0.708986,0.70256,2
0.701992,0.67869,2
0.582002,0.776944,2
0.494408,0.558103,2
