@relation 4CRE-V2.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {1,2,3,4}

@data
0.383313,0.391577,1
0.205874,0.421561,1
0.444954,0.739359,2
0.498322,0.150096,4
0.232714,0.410955,1
0.418633,0.792968,2
0.466057,0.720815,2
0.572105,0.563252,3
0.527617,0.163109,4
0.101582,0.431702,1
0.393551,0.605427,2
0.51747,0.572135,2
0.263568,0.499995,1
0.13488,0.413635,1
0.475589,0.257952,4
0.310003,0.532018,1
0.665257,0.522716,3
0.71664,0.654525,3
0.391613,0.231399,4
0.784247,0.514618,3
0.560918,0.217454,4
0.522857,0.681119,2
0.539303,0.291996,4
0.757192,0.542258,3
0.702886,0.554939,3
0.011654,0.443844,1
0.562402,0.272026,4
0.709068,0.573899,3
0.265789,0.459007,1
0.428905,0.851929,2
0.496061,0.368514,4
0.407819,0.774545,2
0.450897,0.259564,4
0.442612,0.647658,2
0.387609,0.638564,2
0.199991,0.448048,1
0.340162,0.760973,2
0.269597,0.50446,1
0.142838,0.423963,1
0.813506,0.444412,3
0.637474,0.185751,4
0.263457,0.493854,1
0.355675,0.786651,2
0.235459,0.563999,1
0.360057,0.232743,4
0.745213,0.5535,3
0.558849,0.197193,4
0.849385,0.626879,3
0.522527,0.363064,4
0.356764,0.725803,2
0.368323,0.706295,2
0.793474,0.56584,3
0.411548,0.290093,4
0.414508,0.286271,4
0.717952,0.36274,3
0.435605,0.784262,2
0.747588,0.494425,3
0.484666,0.224807,4
0.607392,0.651027,2
0.310809,0.66153,1
0.565197,0.761523,2
0.139528,0.489401,1
0.162406,0.508341,1
0.441183,0.602836,2
0.378176,0.92758,2
0.320045,0.423525,1
0.206792,0.454554,1
0.3944,0.769297,2
0.381255,0.145172,4
0.865009,0.60516,3
0.220032,0.416567,1
0.478284,0.764479,2
0.225125,0.438452,1
0.7235,0.57618,3
0.729632,0.491443,3
0.65134,0.571146,3
0.727968,0.551628,3
0.353985,0.356545,1
0.499009,0.233237,4
0.498829,0.202546,4
0.842447,0.641771,3
0.917901,0.553701,3
0.290855,0.757013,2
0.535096,0.445172,4
0.414353,0.657578,2
0.307096,0.64084,2
0.457982,0.341369,4
0.498701,0.31859,4
0.566412,0.794871,2
0.340762,0.713964,2
0.674193,0.416575,3
0.333456,0.79696,2
0.213412,0.56854,1
0.65459,0.087255,4
0.529735,0.203647,4
0.44303,0.718143,2
0.409829,0.835393,2
0.255705,0.531848,1
0.281568,0.560469,1
0.73157,0.620149,3
0.202581,0.487034,1
0.500071,0.178446,4
0.753376,0.564011,3
0.86055,0.552154,3
0.847352,0.653108,3
0.162209,0.53265,1
0.457247,0.810087,2
0.179299,0.476125,1
0.426764,0.36542,4
0.462368,0.201526,4
0.379874,0.73808,2
0.549584,0.288643,4
0.531761,0.274407,4
0.46902,0.189573,4
0.235922,0.441863,1
0.667873,0.569629,3
0.481128,0.728297,2
0.181975,0.448405,1
0.190996,0.400371,1
0.499987,0.28274,4
0.200626,0.39778,1
0.787103,0.430413,3
0.219414,0.421319,1
0.348694,0.778481,2
0.580431,0.213924,4
0.326648,0.736978,2
0.639643,0.602148,3
0.350538,0.450683,1
0.566425,0.272383,4
0.725833,0.393974,3
0.527412,0.175879,4
0.667916,0.310208,4
0.206714,0.512469,1
0.60361,0.735019,2
0.498717,0.234792,4
0.184607,0.44858,1
0.430642,0.250397,4
0.452585,0.341426,4
0.261244,0.433261,1
0.360151,0.675337,2
0.720353,0.420956,3
0.225906,0.431371,1
0.5129,0.253903,4
0.408713,0.764422,2
0.722651,0.505125,3
0.545137,0.840964,2
0.435307,0.676446,2
0.387969,0.221511,4
0.364044,0.636151,2
0.490102,0.671725,2
0.505924,0.19414,4
0.402519,0.683062,2
0.504822,0.562008,2
0.498001,0.788473,2
0.259392,0.534929,1
0.547159,0.270771,4
0.130043,0.479129,1
0.232234,0.406679,1
0.206363,0.522777,1
0.46096,0.155837,4
0.71953,0.58135,3
0.408558,0.680933,2
0.697526,0.711486,3
0.44053,0.794361,2
0.458154,0.328105,4
0.450422,0.295154,4
0.49304,0.770334,2
0.39338,0.692909,2
0.542465,0.314881,4
0.333293,0.810605,2
0.532077,0.289672,4
0.60253,0.822695,2
0.696497,0.382855,3
0.212022,0.338762,1
0.176427,0.471809,1
0.480741,0.384175,4
0.74144,0.620587,3
0.597265,0.271079,4
0.258191,0.409983,1
0.515296,0.291875,4
0.315808,0.586154,1
0.516119,0.309982,4
0.155855,0.500555,1
0.16046,0.501476,1
0.773863,0.540686,3
0.277091,0.543554,1
0.731467,0.539158,3
0.709806,0.503193,3
0.255868,0.429987,1
0.657565,0.5309,3
0.163272,0.424989,1
0.153951,0.546467,1
0.441374,0.222848,4
0.728586,0.453604,3
0.260224,0.627996,1
0.485054,0.76124,2
0.568658,0.23365,4
0.653261,0.247716,4
0.716563,0.525123,3
0.157844,0.482504,1
0.107207,0.370797,1
0.490412,0.340543,4
0.356069,0.523194,1
0.478111,0.345289,4
0.716915,0.468213,3
0.366256,0.80637,2
0.51519,0.292862,4
0.347374,0.744777,2
0.741037,0.521897,3
0.522869,0.66404,2
0.227149,0.501373,1
0.547898,0.200246,4
0.27421,0.682471,2
0.734211,0.336745,3
0.1158,0.540663,1
0.45185,0.264787,4
0.276302,0.352836,1
0.167586,0.57283,1
0.217305,0.476834,1
0.80692,0.549503,3
0.55455,0.148929,4
0.73843,0.609857,3
0.425311,0.729375,2
0.200069,0.484302,1
0.547298,0.321724,4
0.236994,0.419312,1
0.691498,0.559547,3
0.245449,0.402225,1
0.259624,0.492577,1
0.81047,0.377105,3
0.804408,0.622117,3
0.745727,0.535973,3
0.73554,0.418575,3
0.289868,0.245376,4
0.474931,0.15936,4
0.422208,0.79402,2
0.160237,0.464033,1
0.416627,0.709364,2
0.379085,0.824364,2
0.320611,0.519721,1
0.686052,0.432005,3
0.508892,0.312832,4
0.91658,0.620838,3
0.606166,0.292628,4
0.10707,0.463954,1
0.657334,0.647771,3
0.384547,0.803673,2
0.68306,0.502125,3
0.247593,0.356107,1
0.600274,0.810305,2
0.624148,0.170365,4
0.768477,0.681548,3
0.135506,0.409271,1
0.723149,0.558113,3
0.445738,0.679313,2
0.192299,0.458584,1
0.700828,0.555658,3
0.098023,0.470055,1
0.438914,0.764997,2
0.27511,0.583725,1
0.301231,0.528509,1
0.694087,0.632887,3
0.192385,0.478234,1
0.528712,0.230994,4
0.288471,0.402104,1
0.567268,0.212579,4
0.467301,0.680884,2
0.69979,0.58528,3
0.574086,0.282359,4
0.308442,0.464593,1
0.339871,0.326323,4
0.655207,0.18716,4
0.552656,0.342916,4
0.525393,0.148168,4
0.467508,0.766747,2
0.145719,0.411821,1
0.674493,0.368902,3
0.401774,0.196805,4
0.398613,0.78921,2
0.632046,0.664648,3
0.538516,0.702846,2
0.800849,0.594722,3
0.34282,0.214175,4
0.299087,0.569832,1
0.655842,0.330809,3
0.296103,0.406906,1
0.541723,0.253458,4
0.442669,0.740023,2
0.373245,0.765143,2
0.595378,0.230047,4
0.730095,0.592163,3
0.595661,0.224961,4
0.597762,0.330842,4
0.519052,0.264171,4
0.248321,0.472137,1
0.267496,0.446473,1
0.566385,0.200748,4
0.532115,0.326072,4
0.500501,0.695808,2
0.467885,0.726994,2
0.564412,0.302944,4
0.714822,0.418972,3
0.165742,0.555447,1
0.507193,0.274869,4
0.408084,0.704328,2
0.493129,0.20453,4
0.301368,0.750818,2
0.560093,0.253822,4
0.197882,0.403497,1
0.389847,0.724475,2
0.480619,0.232703,4
0.768632,0.632304,3
0.724066,0.569276,3
0.327033,0.673669,2
0.475036,0.230848,4
0.505744,0.329085,4
0.839566,0.511221,3
0.392291,0.666794,2
0.592317,0.180017,4
0.910286,0.455725,3
0.431496,0.316023,4
0.166025,0.37696,1
0.253981,0.453404,1
0.559876,0.817035,2
0.892347,0.444731,3
0.717764,0.634871,3
0.185285,0.518579,1
0.424311,0.83728,2
0.347794,0.822655,2
0.332462,0.513306,1
0.220126,0.527375,1
0.394032,0.630701,2
0.584496,0.348099,4
0.419347,0.187379,4
0.222922,0.435305,1
0.742863,0.542317,3
0.732633,0.630499,3
0.44694,0.597653,2
0.559413,0.255199,4
0.182086,0.535356,1
0.684277,0.397593,3
0.176461,0.462582,1
0.463821,0.746008,2
0.317532,0.400185,1
0.732925,0.51675,3
0.548062,0.796353,2
0.567851,0.206133,4
0.699661,0.266949,4
0.828607,0.560878,3
0.535831,0.761936,2
0.548503,0.395358,4
0.225537,0.484462,1
0.417156,0.308159,4
0.095742,0.424538,1
0.75811,0.526868,3
0.529878,0.214434,4
0.437335,0.767249,2
0.198011,0.370668,1
0.414154,0.255442,4
0.704721,0.554119,3
0.586262,0.248308,4
0.29949,0.39041,1
0.496343,0.248332,4
0.868362,0.519944,3
0.585602,0.307649,4
0.178476,0.478876,1
0.426798,0.717989,2
0.301917,0.435227,1
0.13572,0.530554,1
0.861159,0.529919,3
0.81372,0.614084,3
0.44124,0.711826,2
0.712138,0.468842,3
0.759491,0.536118,3
0.588423,0.186107,4
0.712516,0.442671,3
0.653124,0.578416,3
0.548206,0.739683,2
0.505606,0.765402,2
0.542397,0.197801,4
0.667427,0.69082,3
0.358813,0.625956,2
0.632637,0.279784,4
0.4183,0.733804,2
0.307285,0.51981,1
0.513613,0.189792,4
0.749243,0.518213,3
0.510647,0.353735,4
0.415205,0.780432,2
0.474975,0.719155,2
0.5566,0.737991,2
0.781117,0.47258,3
0.242439,0.43772,1
0.62299,0.674074,3
0.214355,0.536008,1
0.442398,0.655934,2
0.786717,0.512281,3
0.678438,0.242331,4
0.551107,0.314354,4
0.650036,0.283558,4
0.634918,0.157189,4
0.114359,0.403853,1
0.738559,0.589401,3
0.862205,0.488741,3
0.861433,0.449231,3
0.513813,0.213997,4
0.854959,0.595054,3
0.788604,0.589903,3
0.859178,0.531814,3
0.352047,0.418826,4
0.330618,0.452138,1
0.245766,0.394799,1
0.46566,0.678803,2
0.838494,0.589685,3
0.593603,0.562736,3
0.161969,0.575211,1
0.223719,0.485973,1
0.197299,0.481535,1
0.347717,0.410574,1
0.511687,0.210952,4
0.477382,0.783355,2
0.769386,0.627616,3
0.365922,0.793348,2
0.758144,0.543521,3
0.195841,0.525197,1
0.412296,0.676309,2
0.733413,0.487629,3
0.766591,0.597556,3
0.509313,0.781865,2
0.547723,0.24353,4
0.609587,0.284125,4
0.633375,0.507906,3
0.664417,0.533248,3
0.146053,0.546671,1
0.746216,0.472836,3
0.211165,0.564336,1
0.463487,0.356658,4
0.307842,0.42255,1
0.459745,0.67179,2
0.410298,0.739367,2
0.614484,0.314808,4
0.606191,0.207186,4
0.725481,0.579927,3
0.234927,0.562775,1
0.198559,0.492066,1
0.752433,0.614821,3
0.423459,0.56154,2
0.393894,0.74204,2
0.668319,0.266196,4
0.472824,0.716313,2
0.256039,0.511844,1
0.482858,0.707607,2
0.502206,0.09473,4
0.754594,0.38786,3
0.462262,0.641253,2
0.267753,0.441958,1
0.670163,0.552976,3
0.500885,0.241602,4
0.504619,0.286473,4
0.140934,0.551276,1
0.884114,0.56363,3
0.261562,0.409999,1
0.442123,0.772609,2
0.138473,0.499166,1
0.449242,0.287874,4
0.23268,0.357176,1
0.724152,0.431925,3
0.32356,0.41434,1
0.456977,0.783339,2
0.681139,0.455142,3
0.379016,0.624644,2
0.831265,0.610399,3
0.166505,0.458399,1
0.685066,0.463249,3
0.827672,0.533385,3
0.3882,0.80803,2
0.623282,0.1855,4
0.464479,0.831797,2
0.683128,0.24604,4
0.698315,0.444506,3
0.135857,0.445929,1
0.555557,0.313933,4
0.177516,0.324971,1
0.530944,0.281963,4
0.533673,0.671863,2
0.515349,0.396273,4
0.528341,0.172827,4
0.475755,0.768455,2
0.375784,0.744412,2
0.446649,0.677896,2
0.552577,0.291583,4
0.260087,0.559564,1
0.668833,0.555244,3
0.801166,0.652501,3
0.584359,0.311042,4
0.444575,0.819464,2
0.2508,0.531022,1
0.446695,0.315747,4
0.151859,0.382142,1
0.347168,0.80922,2
0.51126,0.375591,4
0.418358,0.615655,2
0.708331,0.578801,3
0.548017,0.30475,4
0.722934,0.512616,3
0.55573,0.095653,4
0.301711,0.466986,1
0.233015,0.467549,1
0.505886,0.764487,2
0.296626,0.38241,1
0.62305,0.667603,3
0.444048,0.223171,4
0.588681,0.744129,2
0.498106,0.702109,2
0.906324,0.59805,3
0.435949,0.716636,2
0.381623,0.776383,2
0.391116,0.791923,2
0.715517,0.534184,3
0.188938,0.416526,1
0.730241,0.554111,3
0.488484,0.302629,4
0.396167,0.79249,2
0.379891,0.138937,4
0.673344,0.547303,3
0.705227,0.538047,3
0.28384,0.498484,1
0.307233,0.469528,1
0.584119,0.282254,4
0.667161,0.667976,3
0.403046,0.710798,2
0.879895,0.601233,3
0.515398,0.730937,2
0.459663,0.779541,2
0.211885,0.427804,1
0.189075,0.408032,1
0.559705,0.193792,4
0.382464,0.680754,2
0.441595,0.16864,4
0.764661,0.634078,3
0.24255,0.484213,1
0.474339,0.204822,4
0.384539,0.728387,2
0.499409,0.384272,4
0.485385,0.679702,2
0.148326,0.524773,1
0.570081,0.185095,4
0.401224,0.775541,2
0.244908,0.552684,1
0.191956,0.447732,1
0.739956,0.541469,3
0.393294,0.665498,2
0.336226,0.418502,1
0.730935,0.661854,3
0.356824,0.829044,2
0.60915,0.289056,4
0.34108,0.69431,2
0.694096,0.307099,4
0.179454,0.32361,1
0.541087,0.122992,4
0.176933,0.454643,1
0.783012,0.476894,3
0.22359,0.480027,1
0.475977,0.23135,4
0.735214,0.560261,3
0.563486,0.331627,4
0.447226,0.321132,4
0.747648,0.520877,3
0.496845,0.715082,2
0.487144,0.221212,4
0.396949,0.811957,2
0.113605,0.415061,1
0.246341,0.523701,1
0.653209,0.266269,4
0.472156,0.835887,2
0.484564,0.853937,2
0.150109,0.502703,1
0.520539,0.312873,4
0.65862,0.23531,4
0.453133,0.775322,2
0.41458,0.335239,4
0.337049,0.80211,2
0.745564,0.587474,3
0.169215,0.519071,1
0.682871,0.610893,3
0.513312,0.398274,4
0.792377,0.650962,3
0.765605,0.572278,3
0.251974,0.456298,1
0.824465,0.498833,3
0.507149,0.272974,4
0.437604,0.858602,2
0.784968,0.490354,3
0.487514,0.823529,2
0.572937,0.310208,4
0.77791,0.628409,3
0.389041,0.824582,2
0.712215,0.553752,3
0.238666,0.447947,1
0.443385,0.236501,4
0.326124,0.391811,1
0.744312,0.630547,3
0.095031,0.472711,1
0.466769,0.181661,4
0.410856,0.739578,2
0.423443,0.769208,2
0.690529,0.590487,3
0.747382,0.508739,3
0.779557,0.637827,3
0.302568,0.459688,1
0.552167,0.2394,4
0.717806,0.459016,3
0.802127,0.453648,3
0.54999,0.209211,4
0.662496,0.414558,3
0.277048,0.371178,1
0.213103,0.608245,1
0.426002,0.800232,2
0.775912,0.514572,3
0.388012,0.807763,2
0.550979,0.698594,2
0.667033,0.522219,3
0.156138,0.506034,1
0.279835,0.474673,1
0.778167,0.510084,3
0.261038,0.591904,1
0.345522,0.797438,2
0.736183,0.439085,3
0.247747,0.379745,1
0.586005,0.401488,3
0.426371,0.694448,2
0.213686,0.441172,1
0.539658,0.692124,2
0.784556,0.543318,3
0.639952,0.531577,3
0.737272,0.507949,3
0.548278,0.832389,2
0.72579,0.592973,3
0.588792,0.237213,4
0.29955,0.534585,1
0.726253,0.590924,3
0.464385,0.319723,4
0.741809,0.643439,3
0.400778,0.656088,2
0.433931,0.806508,2
0.648767,0.397869,3
0.753299,0.479085,3
0.682459,0.615882,3
0.387969,0.683726,2
0.50278,0.217722,4
0.442712,0.649966,2
0.518847,0.875599,2
0.324598,0.735942,2
0.638297,0.579173,3
0.667564,0.50725,3
0.501265,0.710822,2
0.422327,0.341272,4
0.426257,0.698473,2
0.427213,0.765694,2
0.230794,0.581096,1
0.630957,0.189022,4
0.373271,0.646419,2
0.450718,0.840373,2
0.23208,0.457991,1
0.274107,0.595556,1
0.536732,0.264503,4
0.474292,0.658517,2
0.737787,0.583385,3
0.394014,0.775565,2
0.233632,0.423124,1
0.72645,0.543791,3
0.521454,0.285785,4
0.393123,0.611776,2
0.242156,0.463435,1
0.516765,0.185791,4
0.126742,0.45182,1
0.242859,0.379915,1
0.38447,0.347831,4
0.702311,0.524901,3
0.409444,0.71773,2
0.443192,0.782967,2
0.794478,0.48667,3
0.891258,0.577053,3
0.387746,0.446319,1
0.271843,0.448834,1
0.606063,0.287064,4
0.433424,0.478809,1
0.682339,0.458794,3
0.518284,0.806734,2
0.174026,0.487513,1
0.249488,0.445932,1
0.312481,0.615695,1
0.324572,0.489458,1
0.722746,0.502743,3
0.510996,0.732533,2
0.657874,0.564682,3
0.386177,0.744032,2
0.701282,0.584405,3
0.438709,0.229528,4
0.436651,0.233764,4
0.750864,0.542531,3
0.516087,0.821197,2
0.148214,0.539953,1
0.66681,0.405408,3
0.487016,0.626863,2
0.511029,0.373259,4
0.39909,0.283777,4
0.27999,0.526863,1
0.225245,0.433951,1
0.248622,0.52942,1
0.5006,0.689776,2
0.165013,0.538987,1
0.53882,0.350722,4
0.789444,0.396354,3
0.298444,0.412987,1
0.54413,0.340932,4
0.354826,0.678689,2
0.25537,0.42855,1
0.549928,0.273022,4
0.475547,0.253814,4
0.782489,0.395407,3
0.344758,0.457371,1
0.659641,0.552566,3
0.620092,0.37151,4
0.474524,0.448692,4
0.685658,0.525469,3
0.241701,0.458481,1
0.225769,0.563123,1
0.380611,0.781979,2
0.415802,0.353719,4
0.380543,0.277015,4
0.436288,0.662242,2
0.226943,0.503896,1
0.445688,0.730055,2
0.486193,0.704886,2
0.812228,0.5011,3
0.515008,0.737003,2
0.19573,0.408185,1
0.174,0.420136,1
0.5944,0.44563,3
0.48451,0.350091,4
0.588252,0.78623,2
0.425245,0.766544,2
0.419883,0.741125,2
0.094851,0.55299,1
0.762586,0.629276,3
0.331475,0.457359,1
0.556111,0.265734,4
0.522071,0.376984,4
0.23304,0.549624,1
0.507972,0.309714,4
0.45883,0.288652,4
0.637765,0.511914,3
0.509028,0.752057,2
0.771247,0.619753,3
0.541575,0.224864,4
0.610565,0.611493,3
0.787935,0.511888,3
0.680084,0.505087,3
0.46529,0.772545,2
0.741397,0.484007,3
0.527127,0.749158,2
0.232775,0.384839,1
0.478698,0.744769,2
0.425788,0.748356,2
0.536267,0.830388,2
0.331167,0.353427,1
0.305501,0.516846,1
0.494938,0.781007,2
0.663894,0.48482,3
0.746628,0.516194,3
