@relation 2CDT.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {0, 1}

@data
0.29339,0.206736,1
0.297455,0.215688,1
0.216996,0.255226,1
0.110835,0.089877,0
0.096771,0.125035,0
0.304208,0.234788,1
0.11817,0.126058,0
0.189514,0.24023,1
0.139691,0.120595,0
0.082249,0.142561,0
0.260153,0.212416,1
0.144601,0.056362,0
0.091151,0.209332,0
0.265872,0.195961,1
0.15066,0.076007,0
0.16184,0.176607,0
0.111727,0.1424,0
0.292048,0.260994,1
0.107342,0.11616,0
0.097715,0.119906,0
0.350553,0.225451,1
0.240968,0.25134,1
0.206425,0.189215,0
0.295693,0.279159,1
0.18011,0.250202,1
0.106001,0.128949,0
0.075142,0.139527,0
0.297544,0.248386,1
0.226909,0.313676,1
0.071302,0.120666,0
0.143305,0.09123,0
0.11802,0.116453,0
0.116937,0.115792,0
0.137164,0.085837,0
0.279853,0.29608,1
0.251224,0.227028,1
0.251495,0.23904,1
0.152811,0.121082,0
0.2104,0.141442,0
0.21182,0.258991,1
0.149791,0.155906,0
0.235523,0.250323,1
0.121937,0.137365,0
0.273733,0.221992,1
0.190971,0.078522,0
0.259406,0.252817,1
0.150456,0.083897,0
0.263162,0.251939,1
0.302041,0.226577,1
0.272878,0.267072,1
0.175014,0.147848,0
0.194409,0.246059,1
0.198131,0.119858,0
0.244816,0.246025,1
0.188953,0.134939,0
0.225628,0.023246,0
0.112216,0.110944,0
0.17657,0.160077,0
0.205104,0.080053,0
0.085111,0.109443,0
0.253585,0.33481,1
0.231637,0.224934,1
0.037778,0.083428,0
0.24136,0.265558,1
0.199684,0.121477,0
0.288899,0.301797,1
0.307328,0.155034,1
0.133876,0.186392,0
0.171308,0.110279,0
0.250168,0.283817,1
0.23444,0.252868,1
0.163159,0.049997,0
0.172132,0.079182,0
0.062901,0.116417,0
0.177277,0.156732,0
0.146598,0.02301,0
0.108673,0.168266,0
0.240659,0.15117,1
0.209057,0.122334,0
0.173274,0.134219,0
0.139675,0.188341,0
0.265671,0.189609,1
0.175885,0.241289,0
0.287461,0.238871,1
0.238499,0.238668,1
0.319365,0.229991,1
0.142672,0.039526,0
0.262085,0.302203,1
0.160713,0.098087,0
0.146475,0.158884,0
0.06674,0.074433,0
0.226937,0.255429,1
0.219073,0.204045,0
0.161497,0.058995,0
0.113022,0.140084,0
0.255384,0.243193,1
0.163591,0.167313,0
0.331041,0.283884,1
0.249934,0.2713,1
0.106852,0.09077,0
0.158918,0.102324,0
0.157005,0.189122,0
0.123453,0.165654,0
0.206656,0.226211,1
0.27769,0.28168,1
0.24023,0.223278,1
0.287143,0.224232,1
0.21694,0.113246,0
0.194039,0.194945,1
0.152362,0.160188,0
0.331134,0.242139,1
0.073188,0.109946,0
0.253748,0.297339,1
0.26027,0.180163,1
0.147512,0.166326,0
0.137258,0.071888,0
0.082611,0.056725,0
0.213335,0.215779,1
0.094407,0.148894,0
0.364411,0.325183,1
0.272863,0.218572,1
0.15773,0.158672,0
0.167718,0.068686,0
0.296779,0.247838,1
0.279477,0.250635,1
0.292239,0.285796,1
0.070567,0.131656,0
0.389359,0.178605,1
0.234943,0.105609,0
0.196196,0.165397,1
0.269199,0.267066,1
0.248671,0.238087,1
0.205159,0.334217,1
0.114341,0.187542,0
0.282196,0.286608,1
0.143983,0.128313,0
0.226341,0.231747,1
0.09657,0.119484,0
0.114101,0.126166,0
0.244773,0.126708,0
0.102731,0.165125,0
0.2749,0.2875,1
0.305788,0.256325,1
0.258785,0.181241,1
0.263477,0.265283,1
0.171724,0.124679,0
0.273869,0.238526,1
0.091771,0.044865,0
0.137652,0.21836,0
0.139123,0.14333,0
0.272523,0.286042,1
0.136004,0.136754,0
0.066969,0.129411,0
0.253912,0.194887,1
0.248273,0.267111,1
0.150032,0.095401,0
0.295705,0.249866,1
0.274542,0.267843,1
0.187567,0.11967,0
0.261242,0.286865,1
0.163963,0.195084,0
0.318288,0.26998,1
0.043265,0.121075,0
0.059188,0.205216,0
0.065018,0.151093,0
0.219638,0.257015,1
0.187767,0.240908,1
0.267202,0.304318,1
0.283372,0.211841,1
0.085024,0.147861,0
0.079478,0.151424,0
0.295646,0.261939,1
0.126842,0.085386,0
0.145969,0.092081,0
0.123719,0.151052,0
0.252748,0.263273,1
0.295369,0.250093,1
0.233499,0.217501,1
0.123859,0.126842,0
0.36247,0.226726,1
0.241264,0.164489,1
0.237529,0.257977,1
0.295906,0.202829,1
0.195471,0.260559,1
0.263267,0.283182,1
0.20998,0.178919,1
0.180416,0.092335,0
0.275856,0.22938,1
0.300504,0.344891,1
0.284449,0.246004,1
0.326513,0.266999,1
0.221875,0.15358,0
0.164648,0.119103,0
0.147182,0.123325,0
0.121619,0.15886,0
0.301399,0.192887,1
0.309415,0.234498,1
0.243576,0.318546,1
0.155049,0.182527,0
0.113002,0.048433,0
0.1959,0.226883,1
0.002324,0.159595,0
0.133571,0.076207,0
0.17299,0.14762,0
0.301794,0.251152,1
0.12686,0.092913,0
0.250523,0.292999,1
0.28898,0.249007,1
0.281279,0.183429,1
0.235804,0.272867,1
0.094823,0.129711,0
0.148035,0.149907,0
0.094012,0.060336,0
0.194147,0.145197,0
0.152071,0.10138,0
0.268659,0.257003,1
0.246079,0.115896,0
0.141557,0.060139,0
0.228776,0.223515,1
0.116472,0.041033,0
0.211465,0.283681,1
0.088209,0.080226,0
0.229316,0.122582,0
0.266998,0.256476,1
0.176039,0,0
0.261248,0.372042,1
0.359053,0.324054,1
0.171916,0.177315,0
0.32518,0.258664,1
0.140893,0.154813,0
0.16227,0.119593,0
0.265897,0.292848,1
0.138939,0.27771,0
0.371951,0.284201,1
0.172054,0.177733,0
0.169456,0.11316,0
0.339118,0.223563,1
0.202989,0.162095,0
0.217412,0.279759,1
0.218486,0.351187,1
0.253921,0.312133,1
0.19282,0.089045,0
0.080598,0.22376,0
0.23711,0.151703,0
0.164784,0.137918,0
0.181737,0.247269,0
0.154835,0.14323,0
0.212048,0.301195,1
0.172348,0.109715,0
0.289603,0.275292,1
0.334279,0.288218,1
0.2996,0.295402,1
0.230477,0.196624,1
0.277492,0.334689,1
0.141943,0.108064,0
0.10262,0.267011,0
0.19352,0.187978,0
0.179891,0.239991,0
0.334223,0.30887,1
0.23069,0.135632,0
0.326591,0.197547,1
0.186761,0.126811,0
0.166233,0.178608,0
0.204523,0.29513,1
0.284798,0.279553,1
0.31356,0.288284,1
0.153081,0.091097,0
0.244323,0.227298,1
0.344609,0.328691,1
0.28231,0.218702,1
0.336773,0.215146,1
0.093765,0.111467,0
0.359285,0.316364,1
0.231014,0.203443,0
0.322912,0.245883,1
0.01188,0.129971,0
0.227962,0.361156,1
0.179468,0.126666,0
0.31076,0.243005,1
0.13714,0.108675,0
0.176724,0.116322,0
0.190286,0.166027,0
0.357288,0.307784,1
0.169724,0.065596,0
0.209264,0.121672,0
0.225085,0.246613,1
0.204255,0.195081,0
0.156315,0.186198,0
0.114707,0.06243,0
0.196119,0.217919,1
0.267927,0.370135,1
0.125274,0.2539,0
0.246159,0.181555,0
0.277748,0.338381,1
0.226872,0.134653,0
0.199304,0.108398,0
0.322205,0.316927,1
0.237733,0.281453,1
0.292776,0.208388,0
0.178332,0.116888,0
0.174678,0.127999,0
0.221347,0.065469,0
0.186977,0.069234,0
0.08407,0.12175,0
0.252335,0.089057,0
0.169558,0.081518,0
0.154337,0.124732,0
0.378572,0.252992,1
0.282909,0.276148,1
0.343165,0.199972,1
0.221699,0.131895,0
0.2811,0.364249,1
0.27619,0.27988,1
0.151994,0.004954,0
0.211317,0.153643,0
0.18799,0.152355,0
0.263227,0.275612,1
0.271733,0.263531,1
0.133221,0.090958,0
0.270881,0.274033,1
0.150627,0.093706,0
0.304276,0.206363,1
0.223181,0.220352,0
0.337232,0.351634,1
0.186533,0.15557,0
0.178283,0.184776,0
0.226227,0.201143,0
0.250764,0.327586,1
0.319375,0.326651,1
0.178928,0.103037,0
0.328745,0.255486,1
0.192027,0.146036,0
0.333834,0.241416,1
0.157764,0.207411,0
0.198153,0.212307,0
0.270693,0.297464,1
0.324251,0.346275,1
0.383495,0.262611,1
0.135106,0.079357,0
0.361081,0.326708,1
0.242421,0.172603,0
0.259742,0.302578,1
0.115518,0.169437,0
0.195236,0.07272,0
0.28423,0.275104,1
0.141944,0.15275,0
0.2776,0.164498,1
0.13239,0.156399,0
0.291594,0.209157,1
0.299946,0.347098,1
0.166028,0.205328,0
0.196999,0.168,0
0.167801,0.027432,0
0.115494,0.108511,0
0.206965,0.244627,1
0.172135,0.152589,0
0.301628,0.307018,1
0.293986,0.268025,1
0.398467,0.283378,1
0.216955,0.134279,0
0.212236,0.309155,1
0.278335,0.331463,1
0.26423,0.260643,1
0.266109,0.233009,1
0.166624,0.170896,0
0.19948,0.16984,0
0.171971,0.102188,0
0.10032,0.16967,0
0.281353,0.246939,1
0.16924,0.11883,0
0.213622,0.260298,0
0.234042,0.32791,1
0.344445,0.292521,1
0.166646,0.201367,0
0.318035,0.249763,1
0.270554,0.282207,1
0.275705,0.240551,1
0.109957,0.149609,0
0.273859,0.268887,1
0.294921,0.231595,1
0.265693,0.272846,1
0.274174,0.301431,1
0.213773,0.295248,1
0.126492,0.131644,0
0.309853,0.181513,1
0.125074,0.148407,0
0.238391,0.255156,1
0.267008,0.356982,1
0.148214,0.187672,0
0.115715,0.167174,0
0.296943,0.243259,1
0.080679,0.184146,0
0.076327,0.18283,0
0.235792,0.324675,1
0.194724,0.166583,0
0.362427,0.258307,1
0.322896,0.187742,1
0.280862,0.306546,1
0.234008,0.297312,1
0.358967,0.281248,1
0.284254,0.218136,1
0.277301,0.256098,1
0.261699,0.227706,1
0.128973,0.168769,0
0.215551,0.298087,1
0.081512,0.205107,0
0.137584,0.193132,0
0.315878,0.223272,1
0.195857,0.174703,0
0.121027,0.084118,0
0.276866,0.118988,0
0.139917,0.193256,0
0.157205,0.151731,0
0.266258,0.334753,1
0.154045,0.137675,0
0.103431,0.097506,0
0.240082,0.269965,1
0.275952,0.084172,0
0.316905,0.243247,1
0.158333,0.135793,0
0.166368,0.121255,0
0.274665,0.308952,1
0.328069,0.297796,1
0.118013,0.121033,0
0.358192,0.229241,1
0.30673,0.218854,1
0.27168,0.253758,1
0.219492,0.316113,1
0.156234,0.057651,0
0.155756,0.302975,1
0.3498,0.261237,1
0.177141,0.148521,0
0.104759,0.115196,0
0.36309,0.26482,1
0.210533,0.352052,1
0.100231,0.152807,0
0.045244,0.120229,0
0.389282,0.298432,1
0.155683,0.117065,0
0.252554,0.197335,1
0.243486,0.172264,0
0.312069,0.24253,1
0.195721,0.157156,0
0.280705,0.199696,1
0.229749,0.195072,0
0.364272,0.269063,1
0.241622,0.260692,1
0.198474,0.146075,0
0.219681,0.183577,0
0.173363,0.148972,0
0,0.113461,0
0.08983,0.21662,0
0.262153,0.294824,1
0.357513,0.228999,1
0.230434,0.303377,1
0.129982,0.119258,0
0.311933,0.246479,1
0.180372,0.208346,0
0.308406,0.251113,1
0.151244,0.195792,0
0.109094,0.126033,0
0.366377,0.318207,1
0.369871,0.265232,1
0.123983,0.112649,0
0.294146,0.218373,1
0.215422,0.107104,0
0.065339,0.138598,0
0.236514,0.245456,1
0.190345,0.095218,0
0.290057,0.161753,0
0.20478,0.13735,0
0.298313,0.32439,1
0.36072,0.276042,1
0.182764,0.165482,0
0.209085,0.131022,0
0.195554,0.144064,0
0.181394,0.120522,0
0.153356,0.158315,0
0.174937,0.180953,0
0.330177,0.226611,1
0.230829,0.215376,0
0.182329,0.246343,0
0.074808,0.149171,0
0.291332,0.382626,1
0.280254,0.302433,1
0.313035,0.292667,1
0.205502,0.157114,0
0.109251,0.08886,0
0.2749,0.243719,1
0.348797,0.258461,1
0.292893,0.29253,1
0.270579,0.28764,1
0.304128,0.290257,1
0.379208,0.318885,1
0.302585,0.282219,1
0.146061,0.144031,0
0.182008,0.169147,0
0.234103,0.13416,0
0.16063,0.18236,0
0.292205,0.268188,1
0.232786,0.24144,1
0.304214,0.213884,1
0.294443,0.294298,1
0.269054,0.317245,1
0.275119,0.263346,1
0.25286,0.33386,1
0.320202,0.309627,1
0.322152,0.258558,1
0.276254,0.326684,1
0.16446,0.236528,0
0.1719,0.060188,0
0.135797,0.217092,0
0.335128,0.262689,1
0.169345,0.215089,0
0.275964,0.29832,1
0.281918,0.226447,1
0.327495,0.202471,1
0.198878,0.300281,1
0.232924,0.239286,1
0.253134,0.215618,1
0.274785,0.296289,1
0.288446,0.318355,1
0.292791,0.263531,1
0.171348,0.174906,0
0.35381,0.192977,1
0.292958,0.230267,1
0.117254,0.256092,0
0.189101,0.239976,0
0.311881,0.141848,0
0.297739,0.251325,1
0.148206,0.169528,0
0.136048,0.169664,0
0.243878,0.358698,1
0.132017,0.083504,0
0.054355,0.093149,0
0.206295,0.220682,0
0.240823,0.230996,1
0.235113,0.249355,1
0.135689,0.189128,0
0.200202,0.213663,0
0.292674,0.331484,1
0.158998,0.104656,0
0.297504,0.173505,1
0.259619,0.274553,1
0.276609,0.288018,1
0.386689,0.297554,1
0.162195,0.130376,0
0.3263,0.303056,1
0.19874,0.149808,0
0.292461,0.261346,1
0.105974,0.143721,0
0.220128,0.248652,1
0.257304,0.242808,1
0.149227,0.087614,0
0.158435,0.148204,0
0.256752,0.240914,1
0.239008,0.369766,1
0.323578,0.25121,1
0.105487,0.175729,0
0.220199,0.176189,0
0.222421,0.302406,1
0.298335,0.346011,1
0.16031,0.201669,0
0.287893,0.092967,0
0.20523,0.115981,0
0.154676,0.17559,0
0.281736,0.281314,1
0.187378,0.150724,0
0.273992,0.236283,1
0.114329,0.182893,0
0.007688,0.128334,0
0.223153,0.159946,0
0.198116,0.140266,0
0.23235,0.267852,1
0.077774,0.167395,0
0.365516,0.377847,1
0.249653,0.338878,1
0.268964,0.349047,1
0.148779,0.171526,0
0.086694,0.173844,0
0.246625,0.269835,1
0.109797,0.162888,0
0.197348,0.163139,0
0.299014,0.36457,1
0.18607,0.136824,0
0.360995,0.280818,1
0.334699,0.26064,1
0.286446,0.204672,1
0.091481,0.164928,0
0.243128,0.213957,1
0.241066,0.280228,1
0.281202,0.22625,1
0.235502,0.245792,1
0.26139,0.290061,1
0.224554,0.346308,1
0.100379,0.192523,0
0.105333,0.071861,0
0.176085,0.180363,0
0.090601,0.114849,0
0.142907,0.207801,0
0.184662,0.249727,0
0.196826,0.146048,0
0.423488,0.269081,1
0.097907,0.127081,0
0.219764,0.162658,0
0.195551,0.205991,0
0.238545,0.304548,1
0.174431,0.108973,0
0.254162,0.238753,1
0.275745,0.302094,1
0.186499,0.089708,0
0.124061,0.240569,0
0.319461,0.368065,1
0.301421,0.243175,1
0.314057,0.322502,1
0.315618,0.202783,1
0.272045,0.268409,1
0.193172,0.081709,0
0.130542,0.114477,0
0.182931,0.119958,0
0.246147,0.088585,0
0.163784,0.083028,0
0.183931,0.159172,0
0.329199,0.269105,1
0.293708,0.300614,1
0.261647,0.177494,0
0.365612,0.319729,1
0.199264,0.184252,0
0.280248,0.312529,1
0.280128,0.244055,1
0.217295,0.262807,1
0.182684,0.210437,0
0.370643,0.277937,1
0.219795,0.18075,0
0.274764,0.329574,1
0.201468,0.233968,0
0.355442,0.330195,1
0.263378,0.161048,0
0.296674,0.307614,1
0.201699,0.274756,0
0.175653,0.255323,0
0.241517,0.209732,1
0.246057,0.348947,1
0.363044,0.345055,1
0.293313,0.311143,1
0.336874,0.331956,1
0.127618,0.18338,0
0.192607,0.157994,0
0.167993,0.126074,0
0.249443,0.260371,0
0.285612,0.296546,1
0.181215,0.200598,0
0.264924,0.316739,1
0.227397,0.2399,0
0.181595,0.198065,0
0.146933,0.157156,0
0.312455,0.425353,1
0.254116,0.138639,0
0.176746,0.266418,0
0.185095,0.153969,0
0.254761,0.2347,0
0.210292,0.165388,0
0.248387,0.174752,0
0.350773,0.275897,1
0.174595,0.14474,0
0.336603,0.296465,1
0.332652,0.357975,1
0.32526,0.278354,1
0.221289,0.208915,0
0.328263,0.198416,1
0.317643,0.384048,1
0.270261,0.166928,0
0.31302,0.134136,0
0.204736,0.151315,0
0.31623,0.242366,1
0.36188,0.275824,1
0.272224,0.291807,1
0.242681,0.324678,1
0.224832,0.076055,0
0.179554,0.227879,0
0.181511,0.163303,0
0.157134,0.237191,0
0.234977,0.157861,0
0.223162,0.284646,0
0.251233,0.21143,0
0.311217,0.284571,1
0.238931,0.339777,1
0.338257,0.291171,1
0.303841,0.213206,0
0.299223,0.285473,1
0.303696,0.327483,1
0.131563,0.177022,0
0.139286,0.192996,0
0.371856,0.278294,1
0.308714,0.305935,1
0.366593,0.390991,1
0.339958,0.282513,1
0.32447,0.332668,1
0.278498,0.384765,1
0.261924,0.271757,1
0.11843,0.16662,0
0.148168,0.190251,0
0.161702,0.215007,0
0.209193,0.126687,0
0.472133,0.317199,1
0.235304,0.237442,0
0.34097,0.309512,1
0.338732,0.333424,1
0.338881,0.282791,1
0.302881,0.199285,1
0.198178,0.189152,0
0.307214,0.268297,1
0.326924,0.273806,1
0.359279,0.241138,1
0.18965,0.203234,0
0.180187,0.165001,0
0.308378,0.277337,1
0.345347,0.330458,1
0.083947,0.159913,0
0.209412,0.347809,1
0.167499,0.171541,0
0.250656,0.189781,0
0.156935,0.150451,0
0.140474,0.131856,0
0.295245,0.347848,1
0.134129,0.21212,0
0.171505,0.132033,0
0.158583,0.11936,0
0.171521,0.222806,0
0.368902,0.333134,1
0.0972,0.248011,0
0.380664,0.296026,1
0.368584,0.295775,1
0.26139,0.357385,1
0.261832,0.238726,1
0.211252,0.113175,0
0.3186,0.247188,1
0.1194,0.233832,0
0.167477,0.249533,0
0.324507,0.379027,1
0.276992,0.309445,1
0.287761,0.146358,0
0.345535,0.334632,1
0.3291,0.347316,1
0.158895,0.218899,0
0.186175,0.217834,0
0.362732,0.341977,1
0.176885,0.187154,0
0.282881,0.371791,1
0.222684,0.245711,1
0.273788,0.306628,1
0.187406,0.203025,0
0.371464,0.30526,1
0.348313,0.269817,1
0.422963,0.260217,1
0.344575,0.411274,1
0.274801,0.230521,1
0.319205,0.289534,1
0.298168,0.326436,1
0.168524,0.131755,0
0.160819,0.198964,0
0.225662,0.273182,0
0.161559,0.158082,0
0.28735,0.33554,1
0.263875,0.295106,1
0.198332,0.120012,0
0.256039,0.205595,0
0.273221,0.154695,0
0.348702,0.294558,1
0.364853,0.351683,1
0.192459,0.244219,0
0.209369,0.177403,0
0.317134,0.235696,1
0.180119,0.122902,0
0.18944,0.201745,0
0.291875,0.240242,1
0.138333,0.137353,0
0.226036,0.150631,0
0.289708,0.106354,0
0.21707,0.146534,0
0.193533,0.159955,0
0.23236,0.197224,0
0.34097,0.307015,1
0.122772,0.158,0
0.308631,0.362581,1
0.391636,0.335733,1
0.243134,0.125809,0
0.329523,0.397679,1
0.198638,0.193104,0
0.255887,0.203891,0
0.222033,0.193238,0
0.23819,0.236159,0
0.179696,0.131306,0
0.318313,0.283472,1
0.357063,0.326981,1
0.294696,0.240245,0
0.305764,0.252457,0
0.303449,0.292412,1
0.323128,0.26295,1
0.316529,0.256294,1
0.181493,0.152256,0
0.38293,0.36364,1
0.170977,0.195883,0
0.324708,0.228196,1
0.335535,0.289292,1
0.316026,0.317541,1
0.14488,0.224922,0
0.226884,0.217434,0
0.219585,0.121276,0
0.25086,0.287304,1
0.302298,0.197711,1
0.378084,0.342501,1
0.316106,0.367366,1
0.32831,0.186089,0
0.189335,0.12049,0
0.292764,0.249188,1
0.301807,0.299355,1
0.353251,0.24065,1
0.27485,0.271587,1
0.250162,0.356813,1
0.392096,0.250208,1
0.17999,0.30466,0
0.353998,0.275809,1
0.06424,0.113487,0
0.267832,0.151434,0
0.287196,0.309227,1
0.398769,0.437801,1
0.129541,0.166008,0
0.19902,0.072051,0
0.317217,0.337876,1
0.188057,0.189061,0
0.374652,0.274701,1
0.167835,0.23937,0
0.145851,0.295203,0
0.12361,0.29806,0
0.181823,0.204209,0
0.242708,0.178163,0
0.173187,0.080526,0
0.212425,0.116996,0
0.246807,0.314963,1
0.21011,0.227597,1
0.188582,0.18957,0
0.347986,0.299531,1
0.311467,0.34135,1
0.167879,0.229722,0
0.324979,0.273273,1
0.257872,0.16228,0
0.202727,0.364385,1
0.130808,0.170267,0
0.189928,0.177327,0
0.320665,0.310738,1
0.341828,0.293632,1
0.306612,0.291404,1
0.335069,0.258047,1
0.160593,0.22215,0
0.219255,0.193834,0
0.306875,0.332335,1
0.223323,0.126688,0
0.289878,0.314037,1
0.338834,0.328721,1
0.357489,0.296583,1
0.328094,0.317774,1
0.400618,0.309902,1
0.311257,0.337292,1
0.159336,0.211418,0
0.239221,0.317381,1
0.385211,0.292122,1
0.191378,0.232231,0
0.29822,0.291426,1
0.221199,0.259245,0
0.334526,0.286411,1
0.204706,0.122647,0
0.189341,0.257148,0
0.236551,0.168647,0
0.369547,0.29175,1
0.356732,0.264962,1
0.176178,0.132117,0
0.219199,0.137207,0
0.321825,0.291916,1
0.229974,0.088612,0
0.240779,0.111629,0
0.351856,0.272786,1
0.150003,0.090298,0
0.193119,0.233659,0
0.183548,0.187348,0
0.378377,0.266439,1
0.319439,0.331178,1
0.306782,0.330543,1
0.374584,0.178901,1
0.179548,0.203171,0
0.237761,0.292833,1
0.334998,0.306065,1
0.259983,0.326406,1
0.146448,0.231886,0
0.136671,0.135643,0
0.278406,0.338639,1
0.272079,0.054931,0
0.197863,0.172875,0
0.351112,0.322541,1
0.172067,0.117299,0
0.279625,0.241834,1
0.298739,0.302908,1
0.174592,0.101883,0
0.225653,0.2542,0
0.301551,0.285061,1
0.25915,0.15055,0
0.240239,0.230324,0
0.136934,0.215855,0
0.332331,0.317708,1
0.198949,0.332123,1
0.160288,0.193722,0
0.35089,0.336,1
0.318362,0.295427,1
0.256116,0.210637,1
0.310254,0.318625,1
0.344989,0.35243,1
0.317723,0.258858,1
0.286761,0.321672,1
0.196449,0.165091,0
0.201533,0.150127,0
0.199193,0.165421,0
0.360785,0.266799,1
0.206579,0.178123,0
0.271424,0.313244,1
0.150997,0.139891,0
0.331776,0.266351,1
0.323421,0.203116,1
0.175141,0.232658,0
0.146045,0.194279,0
0.396461,0.299416,1
0.349134,0.279099,1
0.326955,0.260168,1
0.182196,0.096629,0
0.147435,0.192266,0
0.286526,0.309179,1
0.154705,0.263131,0
0.312004,0.28609,1
0.336912,0.316476,1
0.225832,0.20249,0
0.321714,0.26794,1
0.355482,0.353995,1
0.21561,0.252741,0
0.30939,0.253452,1
0.321853,0.306773,1
0.285109,0.159774,0
0.173042,0.118241,0
0.17695,0.227933,0
0.362337,0.215095,1
0.196567,0.218851,0
0.317112,0.357815,1
0.184928,0.116605,0
0.1994,0.187929,0
0.270609,0.156318,0
0.374346,0.292312,1
0.140949,0.211106,0
0.113891,0.158152,0
0.222705,0.221193,0
0.311646,0.234443,1
0.196267,0.207877,0
0.141559,0.217092,0
0.190209,0.168575,0
0.195959,0.181035,0
0.344529,0.403475,1
0.277745,0.314799,1
0.282106,0.359833,1
0.294557,0.201303,0
0.282495,0.356277,1
0.328729,0.269686,1
0.388927,0.322138,1
0.240952,0.189893,0
0.341597,0.288487,1
0.196971,0.176946,0
0.320955,0.323748,1
0.374846,0.239358,1
0.285325,0.302466,1
0.16794,0.199929,0
0.231292,0.1821,0
0.184153,0.145806,0
0.302699,0.339365,1
