@relation 1CDT.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {0,1}

@data
0.253197,0.282606,1
0.17784,0.195171,0
0.318762,0.306928,1
0.16719,0.080646,0
0.299779,0.290292,1
0.195104,0.208134,0
0.281827,0.292003,1
0.364136,0.294224,1
0.290881,0.26319,1
0.272446,0.290354,1
0.273322,0.114477,0
0.02954,0.106119,0
0.333726,0.316518,1
0.177036,0.120517,0
0.217894,0.320679,1
0.155662,0.223877,0
0.17969,0.180377,0
0.206526,0.389967,1
0.235129,0.235107,1
0.143674,0.213316,0
0.049149,0.159033,0
0.289217,0.308452,1
0.100591,0.244066,0
0.20967,0.108164,0
0.268194,0.325983,1
0.221691,0.219302,1
0.311711,0.220278,1
0.205049,0.134566,0
0.114477,0.187121,0
0.169957,0.089287,0
0.060737,0.152406,0
0.116708,0.114028,0
0.262074,0.227657,1
0.176442,0.277534,1
0.155489,0.151947,0
0.218645,0.314643,1
0.230263,0.287524,1
0.158017,0.122404,0
0.227189,0.261783,1
0.172332,0.14836,0
0.189008,0.245391,0
0.251091,0.377918,1
0.069592,0.222064,0
0.312126,0.28513,1
0.263313,0.333621,1
0.286946,0.304907,1
0.109159,0.138411,0
0.155192,0.076952,0
0.19471,0.190303,0
0.198715,0.181976,0
0.123205,0.177703,0
0.163819,0.215236,0
0.18768,0.146627,0
0.095578,0.208702,0
0.164511,0.239997,0
0.124906,0.151155,0
0.320853,0.31297,1
0.266964,0.309297,1
0.167969,0.204589,0
0.199408,0.164375,0
0.133498,0.169051,0
0.257202,0.281934,1
0.146291,0.15308,0
0.289663,0.258755,1
0.185204,0.381028,1
0.238761,0.330814,1
0.244412,0.268858,1
0.164713,0.172009,0
0.183244,0.182563,0
0.158949,0.258836,0
0.323118,0.292777,1
0.218382,0.161615,0
0.251548,0.34105,1
0.175841,0.276225,0
0.212244,0.133161,0
0.25994,0.291503,1
0.195974,0.153681,0
0.186251,0.14095,0
0.171947,0.181886,0
0.292758,0.293816,1
0.338107,0.338979,1
0.166349,0.133938,0
0.089342,0.151609,0
0.091387,0.227472,0
0.148744,0.114447,0
0.28846,0.319158,1
0.15241,0.194763,0
0.322716,0.31917,1
0.258905,0.306776,1
0.2719,0.248332,1
0.219668,0.182614,0
0.347328,0.291542,1
0.16328,0.132232,0
0.28965,0.238208,1
0.335576,0.294545,1
0.196432,0.158472,0
0.290429,0.271382,1
0.167971,0.13815,0
0.281509,0.269566,1
0.117636,0.171758,0
0.18967,0.225713,0
0.222595,0.100282,0
0.111049,0.12163,0
0.197732,0.186143,0
0.261619,0.234035,1
0.221011,0.275454,1
0.31901,0.303445,1
0.368079,0.262122,1
0.210748,0.261646,1
0.265764,0.365994,1
0.28824,0.327924,1
0.325673,0.32532,1
0.125499,0.154723,0
0.180503,0.115254,0
0.15002,0.147346,0
0.07411,0.159422,0
0.110429,0.088724,0
0.258933,0.418157,1
0.28828,0.335868,1
0.230553,0.222519,0
0.111751,0.179361,0
0.23482,0.343456,1
0.227754,0.366333,1
0.189414,0.179879,0
0.276915,0.31731,1
0.247611,0.235705,1
0.26918,0.234815,1
0.223523,0.305773,1
0.251002,0.291155,1
0.268014,0.293599,1
0.203266,0.159008,0
0.144209,0.179684,0
0.145966,0,0
0.283643,0.302534,1
0.209704,0.179055,0
0.102767,0.210405,0
0.085361,0.102678,0
0.05762,0.115546,0
0.314855,0.29979,1
0.319376,0.294289,1
0.17234,0.139641,0
0.099727,0.092141,0
0.153056,0.141063,0
0.268307,0.366393,1
0.139853,0.212813,0
0.140376,0.226049,0
0.279354,0.369548,1
0.146089,0.102125,0
0.184887,0.156081,0
0.247922,0.304082,1
0.277773,0.323572,1
0.351886,0.36906,1
0.20022,0.257723,1
0.282193,0.402066,1
0.237659,0.364491,1
0.129672,0.211039,0
0.199353,0.14553,0
0.117477,0.089343,0
0.116671,0.223162,0
0.148888,0.126988,0
0.344657,0.34923,1
0.219341,0.125589,0
0.297468,0.27443,1
0.14984,0.116469,0
0.116436,0.18335,0
0.089455,0.172915,0
0.139885,0.118174,0
0.188495,0.272177,1
0.318607,0.326067,1
0.12323,0.241399,0
0.153731,0.15841,0
0.146451,0.247894,0
0.077373,0.146843,0
0.151232,0.215834,0
0.296415,0.320283,1
0.275181,0.200704,0
0.308027,0.326817,1
0.294571,0.282722,1
0.247605,0.366235,1
0.298194,0.393991,1
0.149761,0.188325,0
0.16043,0.187641,0
0.320737,0.307818,1
0.145079,0.17514,0
0.151854,0.134554,0
0.118531,0.227669,0
0.36304,0.329493,1
0.163067,0.096865,0
0.348311,0.31019,1
0.321034,0.321786,1
0.29705,0.247013,1
0.132474,0.309431,0
0.082422,0.182695,0
0.365647,0.321545,1
0.148157,0.153071,0
0.277123,0.328894,1
0.240822,0.239881,1
0.204805,0.196997,0
0.346547,0.29281,1
0.072028,0.168833,0
0.299959,0.292375,1
0.214689,0.144944,0
0.339938,0.336556,1
0.149516,0.168976,0
0.209213,0.153383,0
0.251319,0.36508,1
0.210336,0.136384,0
0.152803,0.129925,0
0.237788,0.274754,0
0.285087,0.36169,1
0.266997,0.288661,1
0.188177,0.166389,0
0.288976,0.327736,1
0.17441,0.133378,0
0.313533,0.273209,1
0.165086,0.167156,0
0.349389,0.36352,1
0.175391,0.189422,0
0.197518,0.22143,0
0.281781,0.274067,1
0.199872,0.14463,0
0.210134,0.166447,0
0.120835,0.161235,0
0.324474,0.355945,1
0.25925,0.297176,1
0.348748,0.285095,1
0.168295,0.272206,0
0.33604,0.30271,1
0.332142,0.303522,1
0.385616,0.263304,1
0.321894,0.239971,1
0.122371,0.203318,0
0.058759,0.215602,0
0.121748,0.131833,0
0.146525,0.090153,0
0.362118,0.361898,1
0.330817,0.327745,1
0.363897,0.342777,1
0.303521,0.256886,1
0.162433,0.195066,0
0.117374,0.166362,0
0.146344,0.201377,0
0.134765,0.107021,0
0.262312,0.223379,1
0.106305,0.11668,0
0.133481,0.153624,0
0.29962,0.272308,1
0.296366,0.34409,1
0.123012,0.136123,0
0.328573,0.262119,1
0.33944,0.313556,1
0.307828,0.323647,1
0.321131,0.334091,1
0.184194,0.181736,0
0.149917,0.159152,0
0.274943,0.337324,1
0.161314,0.199231,0
0.155002,0.131619,0
0.348122,0.325358,1
0.269293,0.376819,1
0.220913,0.104164,0
0.108933,0.140624,0
0.123239,0.20864,0
0.171412,0.124779,0
0.190998,0.342381,1
0.174479,0.148586,0
0.217519,0.092635,0
0.273927,0.334591,1
0.12464,0.17202,0
0.164448,0.217453,0
0.18681,0.180112,0
0.216987,0.246906,1
0.21906,0.12791,0
0.165498,0.155176,0
0.277639,0.348748,1
0.163299,0.18318,0
0.107599,0.145873,0
0.286766,0.376284,1
0.089449,0.263122,0
0.141578,0.139662,0
0.166676,0.161657,0
0.171516,0.123815,0
0.055511,0.171832,0
0.344251,0.313544,1
0.143973,0.1593,0
0.249509,0.40123,1
0.151257,0.120043,0
0.365344,0.34484,1
0.130805,0.181056,0
0.260306,0.336877,1
0.208288,0.255737,0
0.261411,0.290854,1
0.29705,0.278225,1
0.259619,0.266518,1
0.274238,0.360014,1
0.325261,0.338699,1
0.368403,0.317536,1
0.24827,0.392399,1
0.150056,0.157394,0
0.113741,0.158486,0
0.168201,0.204505,0
0.108872,0.159923,0
0.310176,0.333573,1
0.178676,0.087793,0
0.117242,0.078937,0
0.158409,0.274183,0
0.07809,0.274341,0
0.127869,0.141672,0
0.145707,0.229431,0
0.274598,0.398914,1
0.307373,0.250222,1
0.089974,0.129152,0
0.293011,0.327192,1
0.208065,0.420446,1
0.057086,0.162151,0
0.187579,0.235622,0
0.27911,0.324007,1
0.31603,0.271483,1
0.298271,0.343536,1
0.206139,0.112352,0
0.286222,0.316878,1
0.363086,0.377061,1
0.351898,0.34634,1
0.291348,0.198949,1
0.271601,0.388202,1
0.16213,0.159703,0
0.169257,0.122151,0
0.091503,0.178817,0
0.261662,0.259583,1
0.34057,0.29809,1
0.081677,0.270757,0
0.324678,0.378299,1
0.270596,0.31834,1
0.261771,0.364044,1
0.299174,0.350462,1
0.118146,0.164742,0
0.121275,0.149434,0
0.309101,0.330156,1
0.180926,0.152382,0
0.125125,0.180049,0
0.179375,0.18975,0
0.319724,0.303588,1
0.221145,0.334428,1
0.351953,0.264185,1
0.158952,0.10567,0
0.317465,0.27971,1
0.26327,0.281395,1
0.277864,0.319599,1
0.311101,0.330287,1
0.195653,0.128538,0
0.178184,0.134125,0
0.144099,0.112179,0
0.279678,0.361874,1
0.360912,0.278395,1
0.27095,0.347649,1
0.336287,0.326397,1
0.288341,0.304487,1
0.271347,0.275879,1
0.206551,0.204359,0
0.140205,0.15865,0
0.235608,0.39394,1
0.338149,0.351501,1
0.264332,0.256818,1
0.354032,0.305555,1
0.268392,0.309589,1
0.362686,0.406841,1
0.246619,0.323426,1
0.121287,0.145734,0
0.256039,0.16865,0
0.388901,0.292607,1
0.175292,0.161692,0
0.327621,0.394155,1
0.255627,0.334776,1
0.273096,0.366568,1
0.126445,0.18022,0
0.303103,0.418098,1
0.11437,0.149254,0
0.28404,0.247358,1
0.190326,0.212902,0
0.174779,0.118683,0
0.137357,0.170923,0
0.250251,0.330918,1
0.217201,0.349543,1
0.227427,0.277064,1
0.226276,0.128369,0
0.329706,0.336612,1
0.341547,0.312276,1
0.295713,0.327588,1
0.371855,0.32782,1
0.295325,0.388678,1
0.081512,0.225091,0
0.176139,0.124017,0
0.362237,0.360645,1
0.184392,0.131762,0
0.160472,0.197255,0
0.402106,0.300004,1
0.320347,0.383511,1
0.309303,0.372489,1
0.136007,0.104047,0
0.088545,0.203684,0
0.28164,0.310755,1
0.296055,0.354466,1
0.192744,0.241286,0
0.293039,0.233,1
0.29375,0.358359,1
0.261741,0.376924,1
0.165103,0.15578,0
0.133826,0.263336,0
0.204359,0.150596,0
0.20815,0.113578,0
0.327829,0.28789,1
0.062257,0.201323,0
0.304449,0.248052,1
0.108433,0.106863,0
0.202961,0.167187,0
0.086924,0.107316,0
0.31694,0.277978,1
0.244677,0.353406,1
0.206383,0.20277,0
0.148505,0.247796,0
0.147046,0.249537,0
0.177606,0.217057,0
0.187503,0.240036,0
0.175446,0.12914,0
0.177725,0.169469,0
0.338201,0.305523,1
0.287346,0.366735,1
0.322871,0.287643,1
0.271347,0.336648,1
0.34162,0.297924,1
0.176073,0.149304,0
0.134079,0.265977,0
0.405864,0.281389,1
0.381618,0.279541,1
0.354981,0.274748,1
0.227473,0.363157,1
0.333372,0.384365,1
0.077324,0.162445,0
0.289061,0.374048,1
0.260575,0.324855,1
0.327288,0.327754,1
0.235468,0.130607,0
0.152112,0.209178,0
0.308772,0.347739,1
0.212631,0.120222,0
0.256124,0.357261,1
0.175602,0.241911,0
0.299568,0.36405,1
0.237656,0.38018,1
0.182501,0.134462,0
0.124323,0.233446,0
0.287468,0.314765,1
0.318366,0.262872,1
0.345222,0.301254,1
0.31661,0.268102,1
0.230352,0.172038,0
0.367967,0.373557,1
0.192256,0.187895,0
0.18822,0.154342,0
0.321375,0.360713,1
0.249638,0.185379,0
0.24461,0.397167,1
0.297969,0.304392,1
0.32687,0.242001,1
0.146091,0.096779,0
0.130533,0.192162,0
0.306677,0.314291,1
0.143336,0.181727,0
0.13105,0.195113,0
0.300896,0.317054,1
0.312862,0.289277,1
0.327963,0.369063,1
0.123999,0.240727,0
0.376263,0.362151,1
0.312422,0.329112,1
0.253423,0.327454,1
0.144439,0.143801,0
0.218453,0.284937,1
0.335851,0.31522,1
0.169478,0.099389,0
0.28907,0.232705,1
0.290496,0.262068,1
0.3115,0.296873,1
0.300771,0.38026,1
0.18126,0.127967,0
0.053505,0.17156,0
0.285563,0.307788,1
0.247812,0.246305,1
0.213147,0.209708,0
0.084122,0.117442,0
0.264033,0.341039,1
0.152744,0.11434,0
0.072223,0.152821,0
0.333467,0.306615,1
0.317386,0.295066,1
0.247076,0.140834,0
0.299898,0.271209,1
0.186819,0.193525,0
0.376269,0.339952,1
0.322142,0.376138,1
0.211224,0.18825,0
0.204554,0.106881,0
0.158588,0.227139,0
0.167315,0.120168,0
0.354444,0.245203,1
0.131864,0.130687,0
0.176884,0.165488,0
0.167361,0.140722,0
0.338497,0.267956,1
0.109031,0.122261,0
0.296137,0.337306,1
0.26244,0.36155,1
0.127898,0.208032,0
0.181278,0.144289,0
0.32673,0.330091,1
0.162365,0.231068,0
0.135101,0.177651,0
0.144305,0.181472,0
0.221197,0.173703,0
0.130316,0.198196,0
0.300493,0.330296,1
0.271842,0.315086,1
0.116424,0.102994,0
0.307334,0.273909,1
0.189228,0.162751,0
0.159034,0.176589,0
0.113201,0.187767,0
0.258707,0.25482,1
0.321321,0.297191,1
0.198852,0.2437,0
0.206416,0.207065,0
0.318625,0.291709,1
0.118323,0.195705,0
0.172165,0.178164,0
0.316699,0.335481,1
0.200751,0.191117,0
0.112282,0.170343,0
0.215577,0.252984,0
0.197005,0.23561,0
0.364447,0.416297,1
0.148405,0.21353,0
0.36438,0.414035,1
0.159226,0.169491,0
0.17723,0.183116,0
0.283759,0.341958,1
0.167514,0.186171,0
0.178533,0.144412,0
0.149365,0.176042,0
0.353415,0.343146,1
0.370711,0.373584,1
0.150365,0.180488,0
0.350747,0.31825,1
0.319617,0.418184,1
0.337847,0.34253,1
0.11984,0.099812,0
0.123488,0.192721,0
0.365689,0.30713,1
0.183977,0.18446,0
0.139298,0.107051,0
0.351303,0.359505,1
0.366642,0.343235,1
0.164752,0.115573,0
0.27708,0.341047,1
0.274592,0.365559,1
0.313741,0.333698,1
0.368598,0.243138,1
0.430907,0.342661,1
0.404689,0.367143,1
0.069974,0.067528,0
0.367652,0.332454,1
0.338113,0.383591,1
0.232858,0.126913,0
0.344553,0.405171,1
0.123637,0.223245,0
0.334471,0.362214,1
0.267828,0.351069,1
0.121989,0.201231,0
0.280563,0.413329,1
0.346089,0.305002,1
0.106073,0.184395,0
0.33386,0.255871,1
0.346895,0.350754,1
0.34387,0.355665,1
0.160262,0.194208,0
0.284336,0.294596,1
0.347176,0.352698,1
0.155518,0.191882,0
0.391767,0.413785,1
0.366599,0.357901,1
0.08574,0.097508,0
0.337832,0.335398,1
0.152354,0.162234,0
0.360237,0.374161,1
0.104431,0.123725,0
0.385787,0.254178,1
0.094296,0.188355,0
0.196584,0.192423,0
0.177357,0.210723,0
0.106265,0.222707,0
0.288603,0.292417,1
0.058841,0.112501,0
0.252815,0.395738,1
0.372435,0.335225,1
0.2769,0.351031,1
0.336302,0.365744,1
0.159097,0.148409,0
0.310887,0.377915,1
0.169706,0.126297,0
0.402695,0.336199,1
0.143996,0.147307,0
0.308289,0.378772,1
0.326131,0.411377,1
0.075966,0.150058,0
0.178733,0.165775,0
0.150647,0.126666,0
0.333976,0.408487,1
0.318524,0.331383,1
0.345414,0.37462,1
0.172475,0.204083,0
0.313069,0.43115,1
0.139864,0.113093,0
0.349886,0.430367,1
0.350778,0.287074,1
0.241948,0.214902,0
0.142299,0.136301,0
0.214445,0.13703,0
0.088274,0.177934,0
0.38007,0.422369,1
0.119376,0.235795,0
0.200079,0.213837,0
0.116113,0.245882,0
0.181511,0.212048,0
0.316351,0.270292,1
0.318723,0.359767,1
0.395226,0.321786,1
0.15142,0.183249,0
0.401917,0.414809,1
0.11618,0.195129,0
0.100939,0.163263,0
0.283603,0.290515,1
0.064824,0.183478,0
0.180475,0.291399,0
0.081143,0.134271,0
0.090065,0.195242,0
0.359535,0.370045,1
0.124302,0.129262,0
0.165263,0.158002,0
0.105542,0.211503,0
0.29404,0.29882,1
0.243792,0.384841,1
0.156025,0.101723,0
0.123922,0.183008,0
0.465987,0.394244,1
0.099922,0.16099,0
0.308814,0.366851,1
0.134754,0.258026,0
0.271063,0.383323,1
0.350594,0.364535,1
0.151233,0.164451,0
0.286869,0.368131,1
0.109764,0.163665,0
0.419802,0.334728,1
0.096812,0.203145,0
0.197381,0.171543,0
0.373275,0.335172,1
0.372167,0.341911,1
0.110252,0.228746,0
0.129239,0.184965,0
0.154739,0.242495,0
0.35184,0.259949,1
0.319318,0.314839,1
0.290108,0.300653,1
0.391364,0.364494,1
0.324923,0.30813,1
0.14213,0.18485,0
0.072321,0.167948,0
0.155982,0.134744,0
0.104999,0.191983,0
0.129304,0.220998,0
0.070508,0.235027,0
0.335707,0.293039,1
0.240172,0.166038,0
0.18355,0.170697,0
0.27915,0.340089,1
0.313698,0.385466,1
0.320878,0.327117,1
0.305661,0.323453,1
0.196264,0.167791,0
0.154079,0.196013,0
0.394826,0.370036,1
0.409298,0.40162,1
0.07124,0.074184,0
0.221517,0.130488,0
0.121379,0.129342,0
0.135001,0.165774,0
0.111439,0.164166,0
0.073392,0.184805,0
0.225925,0.185231,0
0.354636,0.377608,1
0.165989,0.249418,0
0.109974,0.240875,0
0.20149,0.155387,0
0.316464,0.325522,1
0.309174,0.273361,1
0.115316,0.151731,0
0.338375,0.324343,1
0.14916,0.053738,0
0.094547,0.125993,0
0.349035,0.346626,1
0.359807,0.352174,1
0.348934,0.334184,1
0.332954,0.4319,1
0.385043,0.337788,1
0.095743,0.192411,0
0.082434,0.119576,0
0.186016,0.218293,0
0.393681,0.412806,1
0.413614,0.359011,1
0.217619,0.214316,0
0.321553,0.382246,1
0.349245,0.276409,1
0.226499,0.093674,0
0.181571,0.185303,0
0.230007,0.204615,0
0.356938,0.337354,1
0.325728,0.280353,1
0.326531,0.304642,1
0.195201,0.055349,0
0.201227,0.184615,0
0.21312,0.179205,0
0.168873,0.098202,0
0.070166,0.127791,0
0.338943,0.241557,1
0.262205,0.341783,1
0.29958,0.395098,1
0.096036,0.094719,0
0.249207,0.259315,1
0.303903,0.322772,1
0.344993,0.250799,1
0.311281,0.316491,1
0.223126,0.183532,0
0.156621,0.212476,0
0.40554,0.354686,1
0.393571,0.420485,1
0.1746,0.127196,0
0.32002,0.328623,1
0.344987,0.390764,1
0.386554,0.420396,1
0.419579,0.322775,1
0.303741,0.294218,1
0.403999,0.321608,1
0.345561,0.351177,1
0.339651,0.340839,1
0.254036,0.476221,1
0.367893,0.409165,1
0.204512,0.09927,0
0.134303,0.099601,0
0.063908,0.152709,0
0.370744,0.406305,1
0.085282,0.207247,0
0.142632,0.27471,0
0.091518,0.103101,0
0.303014,0.339407,1
0.115273,0.178985,0
0.268075,0.370497,1
0.074037,0.142434,0
0.313714,0.35198,1
0.340454,0.345468,1
0.353192,0.276382,1
0.313491,0.327975,1
0.31625,0.288696,1
0.320765,0.348194,1
0.243139,0.291521,1
0.134589,0.22699,0
0.349648,0.40312,1
0.334566,0.389571,1
0.258817,0.394003,1
0.421517,0.42756,1
0.386264,0.352022,1
0.16745,0.059944,0
0.137298,0.129035,0
0.206826,0.182352,0
0.277559,0.323927,1
0.338915,0.405983,1
0.103072,0.055887,0
0.182239,0.227936,0
0.317377,0.349798,1
0.350097,0.411547,1
0.183392,0.237045,0
0.036631,0.170821,0
0.32567,0.363476,1
0.325567,0.315634,1
0.234066,0.119522,0
0.324901,0.299203,1
0.132696,0.181342,0
0.167663,0.139337,0
0.143243,0.154149,0
0.146184,0.206327,0
0.385916,0.280448,1
0.271692,0.356365,1
0.365293,0.330127,1
0.125072,0.157574,0
0.185998,0.176344,0
0.326513,0.326329,1
0.196694,0.256353,0
0.162068,0.179916,0
0.380201,0.312931,1
0.160525,0.173184,0
0.400849,0.376793,1
0.333363,0.337666,1
0.125187,0.264191,0
0.30857,0.380165,1
0.343595,0.417485,1
0.212225,0.188898,0
0.126844,0.258026,0
0.200894,0.246831,0
0.375631,0.399721,1
0.159552,0.176849,0
0.058398,0.156755,0
0.181078,0.158401,0
0.081839,0.112147,0
0.344837,0.35126,1
0.127155,0.185033,0
0.258295,0.368777,1
0.181556,0.185517,0
0.390082,0.361142,1
0.168617,0.179555,0
0.315686,0.478483,1
0.205366,0.193836,0
0.357377,0.343075,1
0.280056,0.351823,1
0.105475,0.111542,0
0.311748,0.268926,1
0.244814,0.361359,1
0.03802,0.288363,0
0.139476,0.194829,0
0.347368,0.402293,1
0.326559,0.374423,1
0.186013,0.183292,0
0.17135,0.188174,0
0.206325,0.234137,0
0.433401,0.369205,1
0.127963,0.172031,0
0.329553,0.346548,1
0.157091,0.213667,0
0.305261,0.326239,1
0.374887,0.289054,1
0.078594,0.154637,0
0.188883,0.236557,0
0.37369,0.25902,1
0.353812,0.362883,1
0.17236,0.170722,0
0.095005,0.195986,0
0.30107,0.37946,1
0.152499,0.168527,0
0.095612,0.184935,0
0.138975,0.184329,0
0.142269,0.102217,0
0.330771,0.326186,1
0.155747,0.153644,0
0.299074,0.337324,1
0.287196,0.345099,1
0.336031,0.297135,1
0.379337,0.414749,1
0.311784,0.415696,1
0.325478,0.264497,1
0.339248,0.315699,1
0.16337,0.263744,0
0.107486,0.090751,0
0.303097,0.304877,1
0.355289,0.285288,1
0.127234,0.195231,0
0.19924,0.21453,0
0.408944,0.332177,1
0.121366,0.169147,0
0.121534,0.149437,0
0.364935,0.366875,1
0.108359,0.110896,0
0.213547,0.159303,0
0.382546,0.293682,1
0.371727,0.313413,1
0.210217,0.176728,0
0.41199,0.357326,1
0.273609,0.294614,1
0.320905,0.400908,1
0.169377,0.253386,0
