@relation FG_2C_2D-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att2 numeric
@attribute class {1,2}

@data
0.529668,0.288151,1
0.441445,0.767838,1
0.512883,0.482436,1
0.741702,0.41773,2
0.789639,0.483457,2
0.780083,0.438315,2
0.778332,0.427126,2
0.624578,0.233546,1
0.320073,0.488733,1
0.766624,0.459982,2
0.284435,0.584232,1
0.621203,0.699786,1
0.748369,0.474976,2
0.402024,0.302459,1
0.628987,0.354974,1
0.49327,0.643763,1
0.229326,0.560186,1
0.240957,0.521838,1
0.521279,0.25766,1
0.56968,0.494109,2
0.590804,0.71027,1
0.339601,0.485978,1
0.624156,0.830037,1
0.22036,0.377131,1
0.567204,0.283366,1
0.572591,0.286303,1
0.450579,0.677433,1
0.252243,0.563378,1
0.327471,0.4938,1
0.57013,0.544211,2
0.676755,0.188134,1
0.310165,0.446447,1
0.662009,0.518579,2
0.784534,0.557572,2
0.405624,0.322117,1
0.631955,0.758207,1
0.201866,0.454142,1
0.532656,0.772388,1
0.705959,0.46794,2
0.497708,0.672272,1
0.42421,0.338253,1
0.751435,0.462792,2
0.35441,0.600462,1
0.577007,0.300026,1
0.718173,0.577539,2
0.706887,0.427562,2
0.298401,0.495749,1
0.741632,0.421568,2
0.263487,0.718785,1
0.453491,0.690316,1
0.762967,0.556564,2
0.374859,0.427999,1
0.245225,0.350444,1
0.551453,0.261376,1
0.803879,0.421615,2
0.236752,0.601733,1
0.83816,0.439014,2
0.745014,0.296169,1
0.416531,0.678381,1
0.347315,0.555831,1
0.488285,0.703099,1
0.329855,0.451192,1
0.389676,0.707951,1
0.240922,0.521872,1
0.670616,0.418678,2
0.603377,0.623353,1
0.828505,0.569131,2
0.34875,0.703052,1
0.633797,0.692171,1
0.245711,0.521005,1
0.316332,0.678676,1
0.265625,0.409968,1
0.677873,0.20173,1
0.37019,0.583332,1
0.434898,0.302641,1
0.262974,0.343286,1
0.654759,0.34211,1
0.384542,0.743812,1
0.784794,0.584575,2
0.611731,0.538862,1
0.333504,0.380498,1
0.470395,0.371762,1
0.23666,0.606182,1
0.847955,0.497544,2
0.75604,0.399632,2
0.764683,0.523156,2
0.2844,0.195583,1
0.291271,0.565596,1
0.684497,0.388664,2
0.18243,0.464895,1
0.277439,0.510534,1
0.537966,0.698267,1
0.302029,0.533902,1
0.393135,0.396077,1
0.110239,0.466609,1
0.807367,0.452563,2
0.363425,0.328851,1
0.435299,0.70287,1
0.532677,0.692964,1
0.160096,0.45724,1
0.534506,0.419686,1
0.894521,0.423732,2
0.447788,0.259165,1
0.296277,0.473296,1
0.239529,0.505474,1
0.46214,0.690263,1
0.515161,0.724047,1
0.429744,0.688744,1
0.599537,0.340202,1
0.298127,0.631592,1
0.321381,0.193157,1
0.356098,0.723039,1
0.313892,0.240845,1
0.574314,0.671304,1
0.22183,0.412649,1
0.794301,0.692171,1
0.617701,0.651613,2
0.237666,0.466972,1
0.426868,0.715888,1
0.260442,0.422757,1
0.577422,0.303185,1
0.849657,0.572666,2
0.390077,0.330168,1
0.546327,0.580509,1
0.399077,0.194001,1
0.291109,0.438046,1
0.518353,0.688677,1
0.907319,0.544668,2
0.757566,0.442126,2
0.734016,0.573923,2
0.268325,0.260066,1
0.51848,0.207985,1
0.262046,0.501616,1
0.685461,0.323044,1
0.571747,0.627795,1
0.737708,0.414195,2
0.745943,0.32996,1
0.533746,0.665491,1
0.604586,0.707635,1
0.184178,0.415694,1
0.706528,0.405122,2
0.652882,0.753301,1
0.319898,0.725062,1
0.289857,0.287136,1
0.548513,0.761225,1
0.201871,0.370686,1
0.164108,0.61924,1
0.599481,0.248096,1
0.340649,0.460675,1
0.167144,0.473565,1
0.80089,0.450735,2
0.431396,0.165243,1
0.329011,0.283205,1
0.705178,0.503424,2
0.665532,0.688354,1
0.821156,0.420828,2
0.647249,0.338898,1
0.498587,0.233385,1
0.453772,0.271544,1
0.440193,0.600288,1
0.226907,0.521281,1
0.309188,0.49083,1
0.699398,0.458968,2
0.426319,0.48419,1
0.246336,0.431286,1
0.801945,0.450493,2
0.541292,0.602902,1
0.770899,0.910482,1
0.777411,0.443672,2
0.576951,0.698986,1
0.738643,0.57526,2
0.566564,0.364255,1
0.355838,0.366244,1
0.35799,0.504903,1
0.287677,0.394477,1
0.727835,0.617452,1
0.722596,0.506495,2
0.645983,0.189865,1
0.605887,0.271981,1
0.564019,0.319563,1
0.678731,0.263493,1
0.254571,0.448705,1
0.354635,0.370861,1
0.500766,0.6908,1
0.237258,0.571624,1
0.454953,0.343811,1
0.300679,0.530844,1
0.593975,0.538243,2
0.199728,0.549023,1
0.615697,0.265852,1
0.82854,0.499351,2
0.354368,0.411628,1
0.221612,0.520703,1
0.638614,0.648709,1
0.289702,0.686875,1
0.297023,0.54276,1
0.482919,0.259609,1
0.308281,0.502221,1
0.415574,0.188314,1
0.292368,0.428026,1
0.527263,0.349678,1
0.372398,0.752898,1
0.407445,0.284851,1
0.234171,0.477234,1
0.76239,0.466226,2
0.398508,0.521744,1
0.44539,0.192935,1
0.325214,0.686734,1
0.759521,0.496079,2
0.517102,0.271471,1
0.582281,0.217533,1
0.44463,0.221396,1
0.588364,0.539137,2
0.669962,0.451938,2
0.559849,0.353065,1
0.444061,0.654785,1
0.810847,0.700895,1
0.71143,0.63553,2
0.721092,0.548512,2
0.220374,0.466387,1
0.554378,0.720015,1
0.363299,0.562061,1
0.367223,0.486307,1
0.390323,0.520152,1
0.390759,0.282029,1
0.601541,0.233009,1
0.277847,0.459048,1
0.653782,0.513579,2
0.645976,0.632237,1
0.340185,0.719416,1
0.768522,0.537134,2
0.692113,0.320887,1
0.498052,0.347762,1
0.56103,0.421769,2
0.520611,0.63133,1
0.487968,0.365337,1
0.786587,0.627304,2
0.256329,0.483336,1
0.341837,0.741258,1
0.674357,0.475964,2
0.238538,0.520125,1
0.229734,0.562935,1
0.723918,0.447133,2
0.30987,0.385465,1
0.506315,0.198118,1
0.576824,0.599884,1
0.659253,0.502416,2
0.725571,0.527719,2
0.428675,0.577512,1
0.411918,0.17003,1
0.538184,0.671909,1
0.226745,0.474311,1
0.360106,0.39029,1
0.636757,0.525152,2
0.341444,0.500595,1
0.236956,0.515427,1
0.374993,0.337043,1
0.198386,0.396426,1
0.758586,0.448396,2
0.757405,0.443954,2
0.740788,0.490803,2
0.47657,0.216948,1
0.776067,0.540132,2
0.426551,0.682352,1
0.500014,0.237955,1
0.577485,0.297748,1
0.463469,0.311431,1
0.699356,0.48667,2
0.346148,0.242055,1
0.813604,0.589629,2
0.354882,0.491966,1
0.718286,0.256598,1
0.237068,0.459693,1
0.19938,0.354819,1
0.762348,0.696546,1
0.351056,0.385559,1
0.652432,0.435345,2
0.617054,0.231335,1
0.293373,0.47886,1
0.760815,0.472362,2
0.721064,0.517437,2
0.291144,0.532282,1
0.561846,0.619777,1
0.424561,0.626679,1
0.462027,0.671472,1
0.599165,0.709819,1
0.683724,0.494035,2
0.318238,0.45132,1
0.629754,0.506469,2
0.555876,0.670766,1
0.250717,0.2436,1
0.389669,0.458921,1
0.103787,0.449209,1
0.633614,0.668898,1
0.774309,0.464499,2
0.741815,0.580455,2
0.391785,0.648763,1
0.569363,0.770721,1
0.459953,0.677137,1
0.463174,0.395095,1
0.578125,0.823209,1
0.551917,0.653521,1
0.826887,0.562431,2
0.232083,0.657352,1
0.785807,0.517127,2
0.367715,0.529876,1
0.306945,0.760156,1
0.156974,0.477469,1
0.232694,0.353703,1
0.312542,0.41064,1
0.311501,0.439888,1
0.655877,0.459848,2
0.327401,0.432482,1
0.351647,0.624058,1
0.705073,0.526321,2
0.518972,0.296908,1
0.723279,0.468833,2
0.361463,0.285543,1
0.355303,0.247135,1
0.54094,0.353871,1
0.526377,0.66453,1
0.443906,0.211151,1
0.596809,0.217246,1
0.243306,0.710747,1
0.635829,0.548149,2
0.237357,0.521415,1
0.525027,0.741769,1
0.574082,0.292519,1
0.746175,0.3749,1
0.729657,0.341438,2
0.195555,0.351486,1
0.222709,0.466017,1
0.519893,0.280389,1
0.386849,0.747428,1
0.554807,0.616679,1
0.180271,0.515185,1
0.534182,0.703798,1
0.755422,0.566248,2
0.737012,0.520037,2
0.776735,0.455157,2
0.718462,0.474479,2
0.675799,0.314334,1
0.421995,0.637244,1
0.647186,0.604952,2
0.503375,0.864984,1
0.55243,0.67836,1
0.353939,0.495185,1
0.737525,0.655726,1
0.60678,0.34496,1
0.914773,0.484257,2
0.552782,0.372837,1
0.695889,0.736345,1
0.625352,0.64303,1
0.719081,0.484297,2
0.300124,0.483397,1
0.284464,0.594017,1
0.295961,0.525111,1
0.59574,0.807866,1
0.103497,0.500581,1
0.744874,0.503424,2
0.329841,0.167254,1
0.482526,0.886154,1
0.413739,0.291431,1
0.560883,0.650598,1
0.392791,0.262465,1
0.548816,0.7914,1
0.381125,0.263063,1
0.764809,0.409807,2
0.338701,0.488054,1
0.455938,0.325349,1
0.686009,0.597048,2
0.338399,0.52034,1
0.621456,0.468538,2
0.552001,0.612257,1
0.495591,0.728771,1
0.532445,0.302963,1
0.455221,0.308481,1
0.923492,0.784203,1
0.555039,0.320302,1
0.638853,0.44142,2
0.561178,0.38359,2
0.438414,0.31754,1
0.413493,0.321357,1
0.270519,0.515461,1
0.315369,0.647372,1
0.287628,0.684154,1
0.67082,0.35002,1
0.283465,0.453631,1
0.683963,0.475742,2
0.396989,0.746823,1
0.623706,0.6168,2
0.522045,0.246396,1
0.525505,0.212926,1
0.796868,0.451777,2
0.736977,0.48626,2
0.834398,0.557888,2
0.630365,0.325363,1
0.763972,0.630187,2
0.150011,0.399524,1
0.687169,0.473612,2
0.671446,0.377669,2
0.351675,0.74601,1
0.446789,0.306001,1
0.594095,0.488948,2
0.523248,0.821388,1
0.434455,0.618648,1
0.728102,0.348448,1
0.123809,0.482496,1
0.450762,0.655168,1
0.163472,0.519728,1
0.240415,0.482046,1
0.553394,0.347399,1
0.271574,0.48675,1
0.822127,0.216705,1
0.488468,0.607452,1
0.52829,0.856247,1
0.403128,0.639509,1
0.343975,0.508794,1
0.457984,0.309361,1
0.659836,0.356741,1
0.46638,0.650309,1
0.750148,0.451508,2
0.713926,0.440513,2
0.623516,0.265247,1
0.552423,0.371049,2
0.186423,0.430587,1
0.76701,0.585751,2
0.807767,0.48423,2
0.714468,0.278426,1
0.726858,0.468585,2
0.333617,0.514332,1
0.551551,0.321015,1
0.670609,0.605489,1
0.380492,0.251961,1
0.255604,0.494533,1
0.769359,0.386742,1
0.722892,0.455997,2
0.600655,0.764626,1
0.394914,0.553754,1
0.765815,0.470104,2
0.177843,0.34625,1
0.770498,0.445728,2
0.322942,0.499674,1
0.192834,0.516079,1
0.334672,0.493511,1
0.355824,0.433456,1
0.334791,0.680753,1
0.446979,0.423685,1
0.659822,0.566631,2
0.353953,0.427475,1
0.721239,0.430486,2
0.429308,0.749827,1
0.57482,0.501616,2
0.657459,0.323649,1
0.1978,0.477402,1
0.322492,0.540125,1
0.613974,0.641021,1
0.280849,0.303736,1
0.868432,0.527443,2
0.295525,0.571382,1
0.325572,0.487308,1
0.412586,0.265677,1
0.189325,0.392199,1
0.488608,0.625207,1
0.383544,0.452959,1
0.28895,0.44933,1
0.52028,0.686761,1
0.260351,0.332231,1
0.211495,0.391103,1
0.642299,0.546516,2
0.474122,0.698717,1
0.699264,0.311848,2
0.34285,0.244689,1
0.632053,0.475097,2
0.418162,0.280879,1
0.252876,0.484721,1
0.774527,0.416977,2
0.306762,0.224427,1
0.305918,0.531429,1
0.587231,0.250032,1
0.713828,0.485514,2
0.385098,0.20118,1
0.168062,0.476159,1
0.558668,0.422784,1
0.617476,0.654395,1
0.298239,0.423349,1
0.6608,0.493014,2
0.499669,0.633978,1
0.240922,0.617425,1
0.346085,0.688824,1
0.619606,0.707064,1
0.43449,0.312755,1
0.802831,0.513397,2
0.562233,0.305026,1
0.480261,0.248762,1
0.236759,0.570603,1
0.189328,0.560966,1
0.520477,0.602311,1
0.696086,0.452637,2
0.472744,0.242908,1
0.510555,0.242538,1
0.375422,0.735559,1
0.603426,0.723254,1
0.607772,0.185541,1
0.518663,0.280207,1
0.379515,0.770842,1
0.471064,0.703878,1
0.404654,0.593688,1
0.641188,0.497476,2
0.789984,0.466555,2
0.775378,0.417475,2
0.620113,0.495769,2
0.691227,0.47417,2
0.567647,0.335867,1
0.796052,0.54403,2
0.678288,0.538956,2
0.547311,0.78718,1
0.584925,0.343024,1
0.441044,0.234561,1
0.65817,0.653924,1
0.551031,0.240979,1
0.296523,0.527235,1
0.665652,0.39447,2
0.521089,0.729679,1
0.381469,0.755996,1
0.816944,0.421998,2
0.344952,0.586766,1
0.409773,0.268977,1
0.788894,0.456669,2
0.447366,0.2909,1
0.465986,0.786777,1
0.311614,0.247969,1
0.32347,0.293238,1
0.166463,0.487799,1
0.255415,0.476959,1
0.436023,0.246846,1
0.190797,0.464633,1
0.483974,0.222249,1
0.421123,0.589252,1
0.402418,0.521321,1
0.679842,0.446286,2
0.658479,0.428396,2
0.66433,0.525199,2
0.494656,0.692003,1
0.43172,0.328615,1
0.461395,0.743664,1
0.674407,0.535145,2
0.236091,0.405311,1
0.553429,0.196416,1
0.653726,0.357353,2
0.528655,0.645181,1
0.301031,0.547289,1
0.618545,0.45343,1
0.582689,0.631841,1
0.757805,0.510716,2
0.2432,0.484768,1
0.735388,0.494029,2
0.492532,0.343307,1
0.307775,0.202919,1
0.244782,0.407078,1
0.517292,0.636236,1
0.745408,0.678307,1
0.531159,0.19372,1
0.782565,0.624468,2
0.134696,0.499943,1
0.385478,0.568983,1
0.49917,0.720196,1
0.588722,0.453463,2
0.610542,0.611182,1
0.678464,0.368213,2
0.388853,0.291679,1
0.464341,0.385129,1
0.28099,0.887565,1
0.764676,0.769794,1
0.666439,0.343112,1
0.33252,0.567807,1
0.792473,0.463968,2
0.662262,0.246927,1
0.717498,0.447146,2
0.677254,0.230549,1
0.393916,0.705256,1
0.469917,0.67871,1
0.352336,0.364658,1
0.314525,0.561765,1
0.296495,0.533351,1
0.342991,0.545851,1
0.296249,0.601874,1
0.693372,0.536792,2
0.765984,0.515192,2
0.343785,0.669879,1
0.588139,0.133595,1
0.361759,0.420297,1
0.306959,0.591759,1
0.308886,0.478659,1
0.530835,0.747112,1
0.778472,0.378704,2
0.544554,0.426453,2
0.54947,0.373717,1
0.69757,0.484116,2
0.44508,0.737811,1
0.592526,0.219514,1
0.587506,0.639159,1
0.439884,0.513666,1
0.63938,0.575939,2
0.85704,0.488047,2
0.263375,0.494143,1
0.673394,0.300235,1
0.423956,0.69826,1
0.488559,0.315678,1
0.268536,0.428671,1
0.437416,0.327708,1
0.224502,0.485978,1
0.156674,0.556859,1
0.766188,0.37859,2
0.61121,0.458101,2
0.548317,0.746769,1
0.480957,0.388267,1
0.263916,0.448201,1
0.268248,0.245711,1
0.269689,0.506038,1
0.230641,0.425311,1
0.311797,0.53403,1
0.420666,0.39406,1
0.664238,0.740626,1
0.588926,0.749639,1
0.757827,0.431743,2
0.646349,0.384181,2
0.229586,0.556967,1
0.383206,0.570845,1
0.305341,0.490944,1
0.394218,0.638649,1
0.579841,0.570442,1
0.706648,0.644704,2
0.519514,0.286471,1
0.747806,0.404303,2
0.672789,0.834271,1
0.432282,0.171655,1
0.815566,0.190787,1
0.755063,0.458531,2
0.532361,0.332856,1
0.63173,0.430224,2
0.584461,0.30422,1
0.455959,0.859204,1
0.573153,0.710357,1
0.480507,0.660995,1
0.550996,0.142375,1
0.457541,0.783779,1
0.419386,0.603507,1
0.523037,0.618857,1
0.683007,0.324482,2
0.317436,0.557048,1
0.395716,0.515447,1
0.502869,0.677016,1
0.374473,0.234796,1
0.444708,0.216919,1
0.796137,0.444539,2
0.695685,0.49253,2
0.308492,0.705303,1
0.21057,0.425795,1
0.200924,0.50667,1
0.695756,0.48634,2
0.714453,0.293816,1
0.721035,0.676398,1
0.481253,0.23147,1
0.647207,0.720599,1
0.525927,0.309959,1
0.238854,0.525172,1
0.303872,0.440305,1
0.68281,0.175895,1
0.771483,0.666532,1
0.749198,0.41599,2
0.629761,0.516536,2
0.250513,0.534581,1
0.727153,0.52245,2
0.620823,0.73896,1
0.496245,0.596336,1
0.379972,0.128829,1
0.779921,0.38152,2
0.560165,0.30426,1
0.310341,0.869957,1
0.32425,0.771823,1
0.531742,0.329462,1
0.664892,0.510555,2
0.722885,0.812805,1
0.338455,0.402105,1
0.252145,0.529486,1
0.698603,0.516334,2
0.508502,0.206159,1
0.620408,0.257445,1
0.521729,0.352057,1
0.625949,0.746796,1
0.408381,0.633575,1
0.62545,0.540589,2
0.662459,0.691445,1
0.272228,0.446158,1
0.558049,0.533042,2
0.425124,0.693005,1
0.331803,0.62223,1
0.839981,0.383966,1
0.401595,0.425728,1
0.506392,0.635725,1
0.375098,0.364335,1
0.788029,0.333058,2
0.319201,0.436259,1
0.76348,0.52075,2
0.508516,0.566886,1
0.428225,0.262539,1
0.425046,0.720895,1
0.202463,0.428712,1
0.796988,0.393718,2
0.72986,0.525461,2
0.277741,0.545562,1
0.649106,0.605321,1
0.730866,0.447408,2
0.692908,0.654449,1
0.406187,0.688697,1
0.325108,0.556799,1
0.341718,0.64459,1
0.382573,0.160751,1
0.304645,0.507813,1
0.212388,0.70533,1
0.304048,0.520494,1
0.680939,0.534749,2
0.564462,0.696728,1
0.370035,0.416547,1
0.365788,0.371499,1
0.21529,0.478088,1
0.441642,0.675726,1
0.717653,0.777462,1
0.346928,0.451514,1
0.217344,0.399343,1
0.48858,0.707252,1
0.387608,0.729618,1
0.299357,0.342305,1
0.362385,0.450627,1
0.532586,0.290375,1
0.52367,0.64717,1
0.60723,0.66625,1
0.26329,0.583298,1
0.297037,0.430714,1
0.534815,0.237928,1
0.171348,0.546516,1
0.467737,0.24393,1
0.627799,0.6982,1
0.369234,0.432502,1
0.617616,0.470507,2
0.766546,0.541738,2
0.293247,0.513142,1
0.387897,0.280758,1
0.422002,0.275415,1
0.428049,0.49665,1
0.672227,0.506348,1
0.670096,0.580401,2
0.552233,0.466925,2
0.569349,0.403227,1
0.455699,0.278272,1
0.557599,0.397293,1
0.377672,0.363421,1
0.314982,0.52456,1
0.484523,0.461515,1
0.384135,0.161587,1
0.30243,0.478424,1
0.17808,0.564749,1
0.289224,0.678159,1
0.497194,0.692756,1
0.306635,0.590959,1
0.653543,0.485655,2
0.515449,0.318313,1
0.381209,0.724712,1
0.410364,0.256638,1
0.471879,0.669429,1
0.823667,0.55524,2
0.341521,0.654287,1
0.353567,0.427112,1
0.483095,0.604159,1
0.259163,0.417488,1
0.612251,0.249259,1
0.638065,0.698334,1
0.698364,0.735694,1
0.445861,0.734645,1
0.722111,0.808061,1
0.792002,0.421386,2
0.811129,0.55325,2
0.370675,0.488935,1
0.618495,0.609031,1
0.41338,0.65748,1
0.61647,0.337009,1
0.344298,0.468719,1
0.53305,0.786837,1
0.738362,0.480957,2
0.61678,0.525165,2
0.293239,0.466172,1
0.749698,0.277875,1
0.761286,0.442475,2
0.738432,0.457906,2
0.403486,0.442724,1
0.744403,0.393456,2
0.681966,0.539023,2
0.715747,0.462724,2
0.581599,0.685572,1
0.77189,0.462845,2
0.30537,0.588049,1
0.564828,0.759464,1
0.472505,0.329187,1
0.299322,0.323219,1
0.611576,0.335558,1
0.188777,0.506569,1
0.359741,0.414101,1
0.270575,0.431407,1
0.28312,0.710303,1
0.750992,0.4314,2
0.785582,0.495386,2
0.2749,0.720351,1
0.360936,0.716137,1
0.804427,0.604596,2
0.302367,0.471589,1
0.479713,0.682184,1
0.552845,0.605503,1
0.256617,0.526711,1
0.25424,0.520434,1
0.214286,0.63088,1
0.558506,0.621464,1
0.680173,0.387972,2
0.315932,0.547766,1
0.235774,0.423564,1
0.524288,0.710532,1
0.570144,0.698952,1
0.841936,0.474815,2
0.135279,0.53405,1
0.322556,0.539917,1
0.291481,0.512665,1
0.346626,0.532887,1
0.486478,0.308555,1
0.722843,0.439619,2
0.383066,0.363072,1
0.664463,0.45177,2
0.312528,0.429787,1
0.736703,0.4115,2
0.772854,0.577895,2
0.301945,0.653078,1
0.576606,0.618742,1
0.823217,0.429021,2
0.303879,0.541247,1
0.716704,0.380861,2
0.78369,0.521933,2
0.21927,0.389927,1
0.750956,0.530051,2
0.705755,0.501885,2
